,music,official,new,live,youtube,star,news,twitter,video,late,facebook,instagram,subscribe,full,funny,entertainment,film,tmz,best,com,jimmy,comedy,available,tv,james,makeup,game,christmas,got,every,feat,jedi,series,lil,celebrity,interview,nbc,follow,online,the,watch,like,get
0,34408,22801,21621,12773,11325,10008,9868,19364,9156,8659,16977,17027,15168,6457,6213,5582,5493,5393,5275,5219,5134,5116,5037,5005,4652,4569,4298,4283,4274,4157,4028,3991,3801,3635,3620,3600,3590,19190,3494,7034,6095,4762,4332
