,new,music,video,youtube,news,instagram,makeup,facebook,live,subscribe,best,movie,late,full,com,comedy,use,every,entertainment,james,film,nbc,jimmy,series,follow,thing,cat,iphone,free,latest,big,sport,team,cbs,made,celebrity,online,got,ever,also,twitter,the,watch,like,get,check
0,22529,25561,16984,14179,13975,22601,11611,21348,11010,20866,9158,8160,8118,6717,6677,6636,6272,6122,6100,5567,5356,5132,5081,4787,22578,4696,4681,4649,4645,4260,4174,4171,4037,4028,4024,4016,4007,3999,3811,3787,10859,7290,6947,5449,5164,3907
