,plus,vidéo,facebook,ici,chaîne,vidéos,cette,instagram,tous,faire,youtube,fait,the,monde,aussi,ça,snapchat,bien,chaine,réseaux,abonner,tv,johnny,être,live,vie,sans,musique,hallyday,sociaux,merci,paris,toutes,très,français,comment,video,abonnez,avoir,suivre,of,humour,recette,comme,nouvelle,twitter,pour
0,12550,12494,14244,8189,7441,7309,6637,10781,5942,5629,4829,4518,4100,4093,3921,3821,3707,3411,3368,3318,3250,3189,3181,3154,3096,3094,3093,3080,3078,3062,5834,3033,2993,2866,2833,2800,2757,5313,2721,2720,2628,2612,2609,2588,2531,5522,3603
