likes,pred_likes
17125,13067
23969,23400
550,735
4695,4957
32546,32679
11587,12053
7960,7239
15710,14640
142830,152161
115373,72529
0,0
31687,29682
5360,5324
1971,1898
17473,17256
26340,21990
29373,28344
273872,131486
1708,1638
23193,22119
19090,19604
166383,158763
11983,12118
7403,9384
283704,269232
38087,38235
3135,3095
40653,40155
17534,17179
134821,131054
79418,74307
5531,5419
127770,124479
46715,44278
14483,13947
12884,11757
127158,123101
3748,3718
22288,19990
1758,2128
10551,10226
33855,31732
20999,20647
28140,26537
2597,5330
18929,18072
30026,27955
10465,15103
4430,4294
2431,2539
1294,1191
111605,102643
233956,204481
73259,70697
11286,10718
39874,36020
23679,23259
45836,44625
25686,22054
56273,54954
12767,12378
57049,56515
32510,23627
17529,16847
224096,181367
25230,24366
26801,25651
13346,10894
138077,128363
14043,13077
90400,88541
5969,4976
512,440
5224,5414
12072,9062
6750,5258
3683,3302
10246,5632
37595,28643
13992,8584
179989,164680
28865,146576
70465,58075
16045,15164
23916,21814
63670,62509
22377,21062
11759,59393
37279,26172
109125,86781
170182,151006
169237,159399
6535,5896
31672,28702
5621,4764
54838,51453
87962,167620
48367,85811
62569,69234
138033,188303
3493,5347
177806,321898
13628,15292
506296,526305
17055,23273
63301,84119
19647,25352
5385,7630
19354,39609
91678,86847
5725,7667
34875,36195
26287,28265
10645,13094
63127,130440
17700,55638
4587,5486
13406,25262
34223,32804
12973,70523
10201,11119
66293,66959
19859,21544
2588,2489
15078,18110
17795,20392
47663,45637
10974,13467
47079,45622
133832,132589
31388,21835
95067,76182
5837,6719
76669,78092
988,1697
12318,17776
121087,128477
14569,15247
3098,3946
15507,17077
18344,19961
2535,2764
450655,454327
17724,16931
10475,6413
33987,23728
9470,10823
28019,30249
76792,87092
9189,6022
13095,13168
41253,46584
0,579
3608,3734
61993,53307
18058,19530
12515,14250
3896,6212
23638,39248
23746,24509
1667882,1668039
9568,9634
24815,25657
10350,10460
13607,15287
6369,6461
58674,64547
29243,27977
20831,19482
16885,19775
94962,93172
2814,1278
124589,98963
9764,10040
4059,3814
21506,24322
7555,7152
22996,22330
3402,2185
17233,17709
19657,19468
4273,4283
18826,18832
260196,135376
27632,22951
2447,2424
10122,12802
233894,211408
20210,19719
316,301
14858,15202
11434,11685
8846,8611
18111,17276
13574,198806
20833,21202
720,704
5036,4896
35130,35136
14479,13634
575,1168
14913,15174
16043,16896
325109,302042
88955,77785
5160,5089
20835,44639
25396,23400
17633,13067
5795,5266
6034,6207
566,735
32872,32679
5003,4957
12384,12053
149319,152161
8017,7239
15847,14640
118040,72529
0,0
32297,29682
5388,5324
17876,17256
27117,21990
1987,1898
286890,131486
29742,28344
24415,22119
1720,1638
19462,19604
167264,158763
12148,12118
7733,9384
286615,269232
38397,38235
3164,3095
41315,40155
17988,17179
135499,131054
82101,74307
5610,5419
128495,124479
47314,44278
14545,13947
13183,11757
127499,123101
2089,2128
22339,19990
10634,10226
34254,31732
21038,20647
28342,26537
19114,18072
30272,27955
10823,15103
4460,4294
1328,1191
2693,2539
114637,102643
234888,204481
73874,70697
11400,10718
39986,36020
23788,23259
45965,44625
26223,22054
56452,54954
57221,56515
32588,23627
17623,16847
224419,181367
25388,24366
26997,25651
138904,128363
13447,10894
14269,13077
90525,88541
6312,4976
513,440
12207,9062
6975,5258
3723,3302
10533,5632
38111,28643
14020,8584
180749,164680
71645,58075
29211,146576
16196,15164
24030,19198
63749,62509
22480,21062
11856,59393
81591,117958
178607,210533
54940,67928
96363,182563
34503,50751
51687,55638
126644,167620
67141,85811
17388,28640
186009,253756
226643,321898
69094,69234
158995,188303
562529,526305
4807,5347
24869,23273
14951,15292
77683,84119
22876,25352
26881,39609
6813,7630
6749,7667
6862,8573
36609,36195
5341,6378
102988,86847
7751,11942
83785,130440
11655,13094
27622,28265
16927,12109
5097,5486
6829,144371
21021,55638
15192,25262
17259,70523
10999,11119
35617,32804
1170,1533
11942,13467
68253,66959
20589,21544
16309,18110
19137,20392
2780,2489
49182,45637
10379,19985
7148,6719
50326,45622
138079,132589
33303,21835
98006,76182
79212,78092
1158,1697
14464,17776
3399,3946
15064,15247
124366,128477
18935,19961
16251,17077
2780,2764
18802,16931
10840,6413
461643,454327
9965,10823
35048,23728
29122,30249
9573,6022
13553,13168
80404,87092
44724,46584
0,579
13248,14250
4053,6212
18712,19530
3720,3734
62941,53307
24262,24509
25171,39248
1699942,1668039
9848,9634
25182,25657
10605,10460
13764,15287
6466,6461
29437,27977
18369,19775
61856,64547
21521,19482
96337,93172
128529,98963
2831,1278
10107,10040
4127,3814
21844,24322
7622,7152
23216,22330
3437,2185
17509,17709
20972,19468
4368,4283
265964,135376
19065,18832
11340,12802
29135,22951
238566,211408
2474,2424
316,301
20569,19719
11943,11685
15324,15202
8953,8611
18326,17276
13990,198806
21175,21202
35606,35136
5057,4896
727,704
14644,13634
15425,15174
581,1168
17319,16896
329888,302042
93079,77785
5181,5089
21008,44639
27201,23400
18133,13067
5840,5266
6066,6207
580,735
33125,32679
5258,4957
13446,12053
154419,152161
8046,7239
15966,14640
120122,72529
0,0
32976,29682
5401,5324
18346,17256
27834,28399
1993,1898
302866,131486
25133,22119
4195,55877
30051,28344
1727,1638
19744,19604
168287,158763
12269,12118
289415,269232
38732,38235
42111,40155
3208,3095
18375,17179
136258,131054
84552,74307
5683,5419
129184,124479
48292,44278
14622,13947
13567,11757
3173,25416
127958,123101
2599,2128
22442,19990
10722,10226
34699,31732
21096,20647
11138,15103
19320,18072
30539,27955
2935,2539
1370,1191
117289,102643
74538,70697
11511,10718
40135,36020
23864,23259
46103,44625
26747,22054
56636,54954
57399,56515
32657,23627
17716,16847
224694,181367
25552,24366
27213,25651
139658,128363
13518,10894
14556,13077
90657,88541
6946,4976
512,440
12337,9062
28809,43253
132382,169645
35009,39410
104133,55638
100355,117958
148756,182563
11114,12449
64101,67928
197126,210533
41995,50751
25572,28640
146643,167620
77519,85811
7116,33603
231649,253756
253417,294389
22225,23439
71967,69234
599025,526305
170892,188303
73178,75603
4211,6413
5676,5347
1841,2639
30350,23273
15391,15292
2387,4571
32315,39609
24764,25352
91412,84119
5071,7400
7360,7630
8629,54497
8066,8573
9542,11942
7272,7667
5953,6378
37661,36195
109051,86847
100762,130440
12231,13094
21347,12109
28318,28265
7826,144371
5382,5486
16901,25262
20609,70523
9480,11751
15859,15051
11342,11119
36651,32804
12943,13467
1341,1533
17044,18110
20130,20392
21112,21544
69781,66959
50119,45637
51669,45622
140269,132589
7529,11998
1246,1687
13989,19985
1265,1697
81017,78092
10389,13719
15943,17776
15324,15247
16392,32105
47035,46584
19261,19961
2893,2764
3691,3946
16730,17077
19440,16931
126874,128477
468743,454327
6692,4453
10305,10823
36129,23728
29743,30249
9751,6022
13816,13168
83625,87092
4209,6212
0,579
13710,14250
19145,19530
3807,3734
63602,53307
26520,39248
24632,24509
1717070,1668039
10079,9634
25416,25657
10790,10460
11044,14080
13936,15287
3451,4961
19532,19775
6553,6461
29605,27977
64140,64547
22139,19482
97326,93172
131304,98963
2853,1278
10397,10040
22120,24322
3472,2185
23422,22330
17648,17709
21870,19468
11811,12802
4448,4283
19274,18832
270270,135376
30002,32091
2493,2424
318,301
12332,11685
15627,15202
9168,8611
18475,17276
14395,198806
21405,21202
35832,35136
5073,4896
732,704
14747,13634
15803,15174
18367,16896
96749,77785
332273,302042
5191,5089
28667,23400
21230,44639
18594,13067
5884,5266
33328,32679
5480,4957
14160,12053
160400,152161
8064,7239
16078,14640
122116,72529
0,0
18771,17256
28362,28399
1994,1898
314547,131486
25706,22119
30307,28344
1740,1638
19966,19604
169337,158763
12412,12118
291620,269232
39085,38235
42704,40155
18709,17179
136893,131054
86779,74307
5756,5419
129776,124479
49122,44278
14717,13947
13903,11757
2931,2128
128327,123101
22501,19990
35203,31732
11375,15103
30779,27955
19479,18072
3169,2539
1413,1191
119526,102643
75128,70697
40280,36020
23939,23259
46174,44625
27194,22054
56833,54954
57578,56515
17789,16847
224986,181367
25726,24366
27419,25651
140312,128363
14826,13077
13600,10894
7504,4976
12448,9062
7408,5258
983693,524554
38864,43253
163442,169645
6949,9081
37405,39410
113945,55638
107473,117958
162133,182563
12307,12449
68040,67928
204951,210533
6544,6843
45372,50751
28194,28640
157697,167620
10656,13584
19594,14015
84779,85811
25967,32929
272469,291039
7778,23290
246775,253756
73227,69234
624603,526305
178625,188303
76683,75603
4609,6413
2615,2639
6291,5347
34542,40977
15566,15292
3524,4571
35930,39609
25716,25352
100023,84119
6274,7400
17496,18678
6297,6378
9252,54497
7642,7630
10564,11942
8598,8573
7476,7667
38301,36195
112838,86847
111341,130440
12522,13094
23800,12109
28668,28265
8425,144371
5518,5486
18227,25262
22447,70523
10208,11751
16819,15051
1536,1687
11475,11119
13433,13467
1414,1533
17554,18110
20700,20392
21367,21544
70661,66959
37370,32804
51012,45637
52588,45622
142080,132589
9302,11998
15337,19985
1318,1697
82333,78092
11684,13719
16914,17776
15476,15247
48532,46584
18879,32105
19484,19961
2939,2764
3960,3946
17016,17077
19889,16931
128572,128477
475126,454327
0,4453
10537,10823
30263,30249
36730,23728
13985,13168
85995,87092
4283,6212
13919,14250
0,579
19404,19530
3860,3734
64106,53307
27525,39248
24848,24509
1731826,1668039
10921,10460
10207,9634
25571,25657
11236,14080
14033,15287
4015,4961
20205,19775
6730,6461
29732,27977
65834,64547
22566,19482
98001,93172
133340,98963
2856,6446
10525,10040
22312,24322
3487,2185
23908,22330
17799,17709
22542,19468
12085,12802
273838,135376
4514,4283
19430,18832
30673,32091
2505,2424
318,301
12572,11685
15839,15202
18584,17276
14635,198806
21609,21202
36014,35136
5082,4896
14796,13634
742,704
16060,15174
19036,16896
100402,77785
334026,302042
5203,5089
30331,23400
21382,44639
18831,13067
5920,5266
6128,6207
33486,32679
5660,4957
164824,152161
8085,7239
16176,14640
123690,72529
14732,12053
0,0
19079,17256
331252,131486
28902,28399
1999,1898
26335,22119
20139,19604
1751,1638
170166,158763
12488,12118
293209,269232
39356,38235
43199,40155
18955,17179
137336,131054
88159,74307
5812,5419
130196,124479
49647,44278
14811,15796
14273,11757
3210,2128
128604,123101
22542,19990
35545,31732
11622,15103
30955,27955
19624,18072
3374,2539
1439,1191
121487,102643
75529,70697
40374,36020
23994,23259
46224,44625
27573,22054
57002,54954
57890,56515
17963,16847
225180,181367
27602,25651
25841,24366
8309,4976
15014,13077
140773,128363
1249396,1726169
43405,43253
173784,169645
7457,9081
38409,39410
117687,55638
111432,117958
172311,182563
12861,12449
70135,67928
208539,210533
8007,6843
46905,50751
29572,28640
164497,167620
12101,13584
21320,14015
88433,85811
28194,32929
286477,320913
10125,23290
254351,253756
74057,69234
645004,526305
186266,188303
78235,75603
4757,6413
3439,2639
6802,5347
36959,40977
15612,15292
4166,4571
38560,39609
26157,25352
106277,84119
6829,7400
17982,18678
6496,6378
9487,54497
7729,7630
11056,11942
8798,8573
7562,7667
38602,36195
114540,86847
119595,130440
12634,13094
25622,12109
28906,28265
8727,144371
5595,5486
20040,25262
24089,70523
10684,11751
17850,15051
1666,1687
11550,11119
13885,13467
1466,1533
17917,18110
21124,20392
21591,21544
71231,66959
37824,32804
51539,45637
53194,45622
143504,132589
11310,11998
16601,19985
1339,1697
83875,78092
12895,13719
17597,17776
15566,15247
49285,46584
21714,32105
19651,19961
2971,2764
4494,3946
17205,17077
20192,16931
129868,128477
479898,454327
10695,10823
30724,30249
37136,23728
14184,13168
87955,87092
4355,6212
14087,14250
0,579
19698,19530
3904,3734
64416,53307
28351,39248
25004,24509
1743625,1668039
11036,10460
10661,18987
25656,25657
11444,14080
14158,15287
4671,4961
20887,19775
6929,6461
29809,27977
67178,64547
22832,19482
98474,93172
135311,98963
2859,6446
10617,10040
22439,24322
3502,2185
24140,22330
17947,17709
23030,19468
12219,12802
278048,135376
4550,4283
19566,18832
31333,32091
2518,2424
321,301
12727,11685
15964,15202
18642,17276
14826,198806
21763,21202
36173,35136
5091,4896
14843,13634
745,704
16256,15174
19536,16896
103670,77785
335387,302042
5207,5089
32121,23400
21476,44639
19001,13067
5954,5266
33638,32679
5832,4957
167851,152161
8105,7239
16250,14640
124860,72529
15290,12053
0,0
19356,17256
346310,131486
29310,28399
1999,1898
26748,22119
20264,19604
1763,1638
170863,158763
12547,12118
294664,269232
39603,38235
43626,40155
19156,17179
137749,131054
89179,74307
5846,5419
130858,124479
50144,44278
14883,15796
14494,11757
3658,2128
128916,123101
22571,19990
35793,31732
11866,15103
31111,27955
19776,18072
3560,2539
1460,1191
123245,102643
75945,70697
40462,36020
24060,23259
46295,44625
27882,22054
57186,54954
58191,56515
18139,16847
225422,181367
27814,25651
25929,24366
9035,4976
15182,13077
141277,128363
73099,96821
11818,29013
189086,117627
36908,2687
12313,15749
244648,146576
142222,157164
12744,16202
13805,17554
16464,26182
369820,460710
10363,17214
10175,12666
3306,10968
232356,262356
1395750,1726169
10527,15397
3353,9795
123166,157764
143521,154208
19099,29145
21626,14606
48592,51732
54689,84064
18058,19358
341482,396022
44396,52213
27873,29276
2873,4822
7503,11940
18615,22681
15943,24181
9195,10823
36727,41588
43489,53607
6241,6839
10918,11841
7878,8342
858708,957823
6418,7744
14961,29068
53095,98963
9429,4240
45143,43253
7619,8834
27106,30781
7110,8252
72263,101040
178990,169645
7680,9081
8530,9039
38955,39410
5487,5546
119434,55638
179051,182563
113375,117958
13113,12449
72117,67928
13434,23290
210455,210533
21995,14015
30184,28640
47927,50751
12599,13584
5469,7386
168936,167620
29601,32929
90194,85811
298787,320913
258416,253756
11660,12056
74782,69234
665337,526305
79106,75603
4845,6413
190899,188303
38973,40977
3381,5666
40937,39609
4555,4571
7101,7400
15633,15292
9611,54497
18251,18678
26462,25352
109485,84119
6549,6378
7798,7630
11468,11942
24593,32105
8906,8573
126077,130440
38758,36195
27613,12109
12724,13094
22729,25262
29052,28265
25198,70523
9033,144371
5665,5486
18946,15051
11096,11751
115938,119360
24737,55638
1709,1687
18077,19985
14509,13467
21418,20392
18187,18110
1505,1533
11677,11119
21701,21544
38244,32804
71610,66959
51990,45637
9760,11896
13649,11998
144610,132589
13397,13719
84854,78092
18174,17776
1353,1697
15617,15247
49751,46584
19978,19961
4684,3946
17374,17077
2992,2764
20459,16931
130976,128477
10795,10823
31003,30249
37418,23728
89790,87092
4392,6212
14203,14250
19904,19530
0,579
3922,3734
25116,24509
29124,39248
1752589,1668039
11115,10460
10987,18987
5008,4961
11641,14080
25724,25657
14207,15287
21592,19775
29840,27977
68353,64547
23027,19482
2863,6446
10707,10040
22545,24322
18084,17709
23411,19468
31859,32091
281728,135376
19688,18832
12313,12802
4586,4283
12853,11685
16028,15202
18714,17276
21905,21202
36245,35136
14901,13634
16383,15174
19858,16896
107101,77785
33935,23400
336462,302042
19153,13067
6084,4957
33808,32679
170787,152161
8138,7239
16312,14640
15662,12053
356785,131486
19598,17256
29718,28399
2004,1898
20376,19604
1770,1638
171636,158763
295631,269232
39835,38235
19333,17179
138044,131054
90028,74307
131363,124479
50742,44278
14935,15796
18929,20883
20914,29762
21140,28849
84227,166400
5791,11959
38061,44451
26534,29013
89569,96821
10784,30792
3149,4529
12535,15953
25754,48842
12087,39264
72128,57291
35842,40834
218633,117627
1910,4240
49073,29225
43125,5657
15189,17529
27409,31227
17519,17554
273542,146576
14322,16202
12956,15341
152158,157164
23632,26182
8142,198806
9909,17946
2679,5231
411748,460710
13541,17214
502,782
5587,15804
9791,11010
12006,12666
14679,15397
6879,9649
1506788,1726169
239071,262356
133718,157764
22099,29145
146903,154208
24857,14606
49522,51732
18856,19358
360306,396022
47668,52213
28553,29276
4075,4822
58943,84064
46647,67299
7860,11940
11415,24181
9689,10823
19868,22681
38182,41588
46981,53607
6541,6839
11225,11841
8051,8342
890385,957823
7066,7744
8630,8834
46629,43253
27636,30781
7432,8252
82032,101040
182136,169645
7775,9081
8744,9039
5575,5546
120542,55638
39314,39410
183985,182563
114838,117958
16534,23290
30656,28640
12911,13584
73612,67928
48940,50751
213500,210533
5555,7386
172509,167620
30659,32929
311781,320913
11780,12056
261707,253756
91999,85811
79657,75603
3925,5666
4908,6413
75188,69234
683251,526305
41485,40977
42747,39609
193234,188303
4912,4571
7424,7400
15662,15292
26753,25352
18494,18678
111866,84119
27289,32105
6598,6378
7999,7630
11830,11942
8991,8573
38904,36195
29337,12109
131390,130440
12836,13094
25085,25262
29233,28265
26271,70523
9284,144371
5714,5486
20083,15051
11446,11751
117170,119360
19458,19985
1751,1687
15098,13467
21676,20392
18664,18110
1548,1533
11752,11119
21779,21544
38567,32804
71910,66959
52587,45637
10501,11896
15757,11998
145542,132589
13919,13719
85417,78092
18658,17776
1367,1697
15648,15247
50125,46584
20211,19961
4755,3946
17465,17077
3007,2764
131958,128477
10893,10823
31249,30249
37621,23728
91524,87092
4430,6212
14275,14250
20058,19530
0,579
3971,3734
25205,24509
29945,39248
1760519,1668039
11201,10460
5359,4961
11746,14080
25757,25657
14262,15287
22320,19775
29869,27977
69654,64547
23190,19482
10803,10040
22666,24322
18186,17709
23608,19468
32388,32091
284613,135376
19853,18832
12429,12802
4614,4283
13038,11685
16090,15202
18768,17276
22248,21202
36353,35136
14945,13634
16471,15174
20217,16896
110151,77785
36119,23400
337616,302042
19323,13067
6434,4957
33924,32679
173415,152161
8157,7239
16086,12053
371137,131486
975715,870324
6030,135376
107778,127919
60951,76304
28470,52062
8151,28964
22148,30731
1778,4088
125754,166400
10488,11959
26869,29762
25582,28849
20951,20883
7550,10112
42975,44451
51158,78107
17242,21568
17766,30792
49237,39264
7142,9131
12469,15129
30829,29013
93599,96821
3689,4529
38420,40834
11135,14159
33751,48842
14678,15953
4165,24644
76341,57291
2187,4240
57075,64111
10489,14342
52822,29225
45066,5657
16308,17529
9830,198806
17430,22499
29057,31227
18819,17554
290559,146576
15093,16202
13907,15341
13800,17946
26110,26182
14400,22638
156992,157164
3316,5231
429897,460710
718,782
10425,11010
13219,12666
13967,15092
14999,17214
17033,15397
6261,15804
244656,262356
140678,157764
23244,29145
149149,154208
1592490,1726169
26263,14606
374378,396022
50234,51732
19264,19358
49683,52213
28831,29276
4519,4822
52603,67299
61358,84064
8112,11940
9939,10823
49440,53607
39300,41588
6668,6839
13961,24181
20748,22681
11430,11841
8135,8342
919930,957823
7276,7744
9370,8834
47769,43253
7730,8252
90068,101040
184975,169645
7847,9081
8886,9039
5686,5546
121477,55638
39561,39410
187890,182563
19177,23290
116212,117958
31118,28640
74671,67928
13154,13584
49904,50751
215291,210533
5613,7386
175828,167620
31525,32929
322734,320913
11956,12056
264835,253756
93805,85811
4334,5666
80116,75603
4993,6413
75483,69234
700309,526305
44078,39609
42589,40977
194978,188303
5068,4571
29573,32105
7624,7400
18660,18678
6645,6378
15676,15292
8108,7630
12148,11942
9085,8573
136473,130440
30873,12109
27844,25262
12893,13094
38993,36195
5771,5486
20943,15051
27264,70523
11944,11751
9500,144371
118489,119360
1774,1687
20415,19985
15535,13467
21880,20392
38870,32804
11783,11119
18805,18110
1572,1533
21842,21544
52937,45637
72172,66959
11105,11896
146271,132589
14619,13719
85944,78092
19084,17776
15680,15247
1375,1697
50613,46584
17559,17077
20483,19961
4825,3946
3016,2764
132967,128477
37766,23728
31530,30249
10954,10823
93582,87092
4464,6212
14344,14250
20213,19530
4030,3734
25273,24509
30756,39248
1769262,1668039
5719,4961
11845,14080
25804,25657
14288,15287
23180,19775
29885,27977
70881,64547
10917,10040
22770,24322
18308,17709
23677,19468
32930,32091
19955,18832
287889,135376
12503,12802
4642,4283
13171,11685
16159,15202
18814,17276
22452,21202
36455,35136
14978,13634
16592,15174
20609,16896
112910,77785
1242227,870324
212314,241817
21385,35924
6565,3016
21567,41678
6749,13944
15061,135376
4624,8677
73891,73127
16911,24808
120529,127919
60960,86151
12890,28964
67591,76304
33693,52062
27080,30731
3184,4088
147279,166400
16876,39264
12412,11959
28939,29762
27230,28849
2034,2465
21507,20883
14764,16882
8591,10112
61161,78107
45309,44451
47459,57239
16839,31456
3600,7007
6046,7031
19391,21568
23122,30792
14332,15129
8322,9131
33552,29013
40202,48842
96026,96821
3908,4529
15579,15953
39565,40834
4850,5414
15535,18756
12552,14159
78097,57291
61217,64111
12585,14342
10984,198806
46245,5657
54312,29225
16882,17529
19945,22499
30034,31227
19607,17554
17338,22638
17816,17946
304037,146576
15602,16202
14513,15341
26217,68597
27281,26182
161743,157164
3726,5231
440524,460710
774,782
10766,11010
16397,17214
18387,15397
6587,15804
14487,15092
146787,157764
251296,262356
1658754,1726169
385072,396022
151454,154208
62857,84064
27919,14606
4816,4822
50834,51732
57279,67299
29031,29276
19581,19358
50976,52213
51333,53607
8318,11940
15607,24181
10194,10823
6741,6839
40309,41588
21968,22681
11577,11841
8222,8342
944031,957823
7456,7744
10200,8834
48830,43253
97376,101040
7980,8252
187800,169645
7939,9081
8992,9039
5824,5546
122364,55638
39936,39410
193181,182563
21301,23290
117643,117958
31620,28640
13331,13584
50785,50751
216387,210533
5665,7386
179048,167620
32356,32929
331758,320913
12086,12056
96392,85811
4833,5666
80406,75603
5045,6413
75771,69234
718327,526305
45102,39609
42674,40977
197083,188303
5140,4571
31872,32105
7812,7400
18780,18678
6699,6378
15682,15292
12445,11942
8224,7630
9157,8573
141305,130440
32211,12109
31506,25262
12953,13094
5950,5486
21742,15051
28485,70523
12380,11751
9697,144371
119466,119360
26104,55638
21460,19985
1806,1687
39203,32804
22072,20392
11827,11119
18933,18110
1596,1533
21891,21544
53213,45637
72525,66959
11605,11896
146746,132589
15126,13719
86426,78092
19555,17776
15705,15247
1380,1697
51271,46584
20765,19961
17643,17077
4859,3946
3024,2764
134116,128477
37893,23728
31721,30249
11023,10823
95510,87092
4495,6212
14434,14250
20387,19530
25356,24509
1777663,1668039
31489,39248
5996,4961
11947,14080
25832,25657
14349,15287
23830,19775
29903,27977
72552,64547
11057,10040
22869,24322
23732,19468
33481,32091
20118,18832
290477,135376
12597,12802
4658,4283
13307,11685
16212,15202
83508,108096
137893,176473
22557,50563
255975,330137
312973,241817
3759,3016
1355009,870324
34457,35924
10169,13944
8448,19999
25481,41678
19666,22817
6451,8677
6385,4250
74579,86151
84104,73127
5047,5497
22303,24808
11834,20193
19417,28964
125253,127919
6044,8008
37724,52062
29524,30731
70871,76304
3798,4088
18492,39264
15839,16882
161115,166400
13419,11959
22110,31456
7378,7007
66964,78107
30279,29762
28320,28849
2323,2465
9313,10112
3579,5078
8083,7031
51822,57239
46618,44451
21874,20883
11287,12201
28016,30792
15468,15129
8914,9131
20541,21568
3929,7142
8950,9971
35866,29013
44968,48842
97597,96821
16039,15953
3990,4529
40146,40834
5244,5414
16553,18756
13309,14159
79319,57291
63531,64111
13703,14342
11062,15051
11843,198806
17319,17529
55082,29225
58085,68597
21694,22499
20396,22638
2545,3444
30566,31227
20193,21108
313578,146576
14856,15341
27969,26182
15925,16202
165638,157164
4912,7992
3992,5231
447346,460710
794,782
11000,11010
17453,17214
14773,15092
256695,262356
150924,157764
1706733,1726169
392084,396022
153693,154208
64079,84064
29731,14606
60927,67299
51302,51732
29175,29276
5049,4822
19823,19358
51867,52213
52510,53607
16788,24181
8458,11940
10379,10823
41123,41588
22713,22681
6776,6839
11692,11841
8293,8342
961748,957823
7628,7744
50171,43253
103235,101040
8187,8252
190208,169645
8032,9081
9059,9039
6072,5546
122975,55638
40244,39410
196442,182563
23154,23290
118767,117958
32146,28640
13493,13584
51356,50751
217380,210533
5709,7386
181599,167620
33216,32929
338804,320913
12183,12056
98122,85811
5263,5666
80639,75603
5083,6413
734437,526305
76051,69234
46020,39609
42709,40977
198941,188303
33857,32105
5191,4571
7955,7400
18874,18678
6745,6378
15695,15292
12725,11942
8344,7630
9199,8573
33196,12109
145276,130440
33646,25262
13011,13094
6024,5486
12703,11751
120256,119360
9852,144371
29706,70523
22420,19985
1875,1687
39435,32804
22237,20392
11850,11119
19049,18110
1609,1533
21956,21544
53464,45637
72871,66959
12111,11896
147144,132589
15550,13719
86836,78092
20014,17776
1385,1697
52275,46584
21157,19961
17720,17077
4900,3946
135190,128477
37952,23728
31890,30249
11101,10823
97256,87092
4518,6212
20556,19530
25447,24509
1784129,1668039
32030,39248
6171,4961
12038,14080
25850,25657
24510,19775
73781,64547
29914,27977
11200,10040
22984,24322
292251,135376
23778,19468
34023,32091
57284,159784
42309,78458
6588,12290
13050,24181
116435,108096
2997,39264
32309,41369
25413,35548
18993,22674
1680,1800
166685,176473
36510,50563
45517,51814
1617,3016
179667,210436
284462,330137
11419,13981
8545,9923
373733,409416
1420086,870324
38290,35924
11794,13944
10601,11799
1282,2012
3235,3581
14442,19999
32390,36564
21568,22817
6508,5497
7404,8677
80558,86151
88193,73127
9926,11578
16811,20193
24267,24808
8144,7503
7356,8008
22950,28964
127372,127919
40977,52062
30747,30731
72246,76304
4042,4088
5642,8700
16438,16882
170038,166400
19458,39264
26749,31456
14417,11959
10390,7007
4753,6187
4944,5078
70758,78107
2474,2465
28829,28849
31168,29762
9032,7031
9771,10112
53553,57239
47361,44451
11739,12201
31175,30792
16237,15129
22181,20883
9302,9131
21159,21568
9284,9971
4297,7142
37143,29013
47445,48842
60711,76813
5417,5414
40548,40834
4037,4529
17243,18756
13676,14159
16260,15953
2904,4162
98537,96821
12348,198806
64697,64111
14387,14342
11219,15051
80078,57291
55495,29225
17552,17529
70775,68597
2926,3444
22716,22499
21971,22638
30915,31227
320680,146576
15183,15341
20493,21108
28411,26182
6025,7992
16122,16202
168096,157164
4159,5231
815,782
457519,460710
11150,11010
17949,17214
14931,15092
154813,157764
260600,262356
1743672,1726169
397940,396022
155322,154208
64844,84064
63538,67299
30899,14606
51605,51732
29338,29276
5162,4822
19968,19358
52554,52213
53361,53607
8556,11940
10518,10823
41570,41588
23261,22681
6801,6839
11774,11841
8349,8342
975760,957823
7743,7744
50925,43253
107111,101040
8343,8252
3687,7645
9106,9039
6260,5546
123408,55638
40430,39410
24927,23290
198484,182563
119675,117958
32667,28640
51675,50751
13653,13584
218085,210533
5735,7386
183545,167620
34080,32929
345210,321898
12268,12056
99663,85811
5821,5666
747466,526305
80859,75603
5098,6413
76251,69234
46955,39609
42842,40977
200381,188303
35362,32105
5230,4571
8078,7400
18982,18678
6776,6378
12914,11942
8425,7630
9243,8573
34067,12109
148295,130440
34875,25262
13124,13094
6071,5486
12939,11751
121622,119360
30607,70523
23897,19985
1910,1687
1293,1443
39674,32804
22381,20392
11868,11119
19167,18110
1632,1533
22001,21544
53706,45637
73234,66959
12613,11896
147430,132589
15856,13719
20338,17776
52945,46584
1391,1697
21429,19961
17772,17077
4926,3946
87201,78092
135901,128477
37999,23728
32022,30249
98457,87092
36918,82485
17322,38478
4756,5544
104575,159784
73399,57279
23971,40340
4585,39264
36758,40180
2793,2374
48501,78458
60111,75603
202649,242877
8187,12290
13259,18155
8520,11751
8072,16286
23648,29540
18158,24181
29924,35548
126278,108096
38227,41369
45703,56358
21096,22674
3538,10298
10777,11225
29035,31659
19081,29966
174415,176473
41281,50563
47429,51814
2001,3016
2934,3234
192907,210436
301355,330137
12658,13981
9248,9923
420036,409416
1464998,870324
40231,35924
3421,3581
1769,2012
11147,11799
12567,13944
35080,36564
17123,19999
7328,5497
14112,16539
22340,22817
7903,8677
84337,86151
10541,11578
90583,73127
12448,7503
19610,20193
25016,24808
7937,8008
44785,52062
128885,127919
24903,28964
31393,30731
73239,76304
16740,16882
4097,4088
19796,39264
177689,166400
29452,31456
6290,8700
5136,6187
5656,5078
15544,11959
2549,2465
10086,7031
56267,57239
29320,28849
73403,78107
31757,29762
10006,10112
12134,12201
47894,44451
33278,30792
22327,20883
16667,15129
4895,5155
9530,9131
9589,9971
4586,7142
38260,29013
63909,76813
49191,48842
40771,40834
4083,4529
