likes,pred_likes
53675,40885
116937,104743
1429,1672
80759,94020
211,416
1429,1607
2328,6843
2012,2373
15502,15852
0,20
16504,20813
134,903
1528,2092
3210,5025
58,69
529,4240
18305,17502
2030,4133
4975,4867
6943,6316
1081,1095
1921,14147
19566,22392
22959,20070
63159,60023
162654,125826
410,3363
5733,6441
45283,45623
1730,21316
5588,10748
1127959,982050
467926,425567
13941,13567
21177,20591
20330,19309
3520,5539
33925,30711
414,411
3207,24428
930,4350
1578,3088
8836,8161
111985,114339
162520,131125
43253,35370
167,370
543,818
2610,2319
16369,13663
22388,20577
157600,146423
27107,10968
24842,24404
3878,4952
56100,57597
933938,437278
28700,26674
117746,113518
370515,68915
7814,7314
244335,152409
7904,6771
7570,7359
11986,9888
8669,8444
34023,33187
2584672,661068
21,114
4633,5242
3312,6785
2324,2434
3294,5174
44628,47207
1633,1602
288527,123830
1002,937
2011,117013
1116,2518
8812,8660
5216,198806
1877,1379
0,675
7169,5622
27181,39473
40804,32502
1276,30267
7848,17725
85126,78258
30777,24472
22876,69486
14838,17686
4537,4204
49179,39871
8799,9623
708,13313
184284,163104
235279,225127
33481,43079
4565,5546
16291,12802
21369,41976
161,1163
491596,466750
64468,54388
20871,19907
29,11270
3415,198806
38706,37370
23179,20132
59293,144584
50293,44696
19424,18584
221,46226
72,73
2381,2174
2466,2458
21830,19733
6794,20980
181,540
522,39264
75194,49441
17433,15877
10201,8626
6496,46036
595,135376
2934,2721
151,145
16862,13183
18343,24799
166,1728
754,709
7678,3849
94279,81554
2278,5037
3333,3121
391,65601
19309,20203
34,44639
4215,4163
4082,14985
23398,19956
24095,23737
30170,21575
456,715
46,4153
6425,5028
12736,10913
3529,4058
36077,26705
28910,25870
2636,2113
1149185,2414103
65739,79226
10046,18289
69894,32299
20562,17449
13837,12255
66778,42783
28194,30240
24818,24984
160965,198307
3401,3573
77981,76124
1510,2232
316976,360408
12047,8489
969,1218
3713,13258
14350,15208
2133,1709
35307,34610
31941,112054
6975,7300
406,2687
8303,8529
106,116
14428,30665
9394,10655
5240,39264
705,3479
59830,66710
14443,62723
20926,23360
58774,28746
2048,2150
7672,8068
58343,57279
618,4983
520838,532719
152,267
63220,102530
41516,41515
1100,1209
6952,7213
8641,10550
1988,2509
346,4153
473,416
543,903
114046,130962
38869,40678
109424,102530
16228,32804
529,2983
1122,2301
7607,7653
610,3570
16006,15153
11371,12034
1883,3073
22985,25721
138238,155502
12763,16860
1553,1607
120,4153
154,13908
8180,39264
1620,1672
14969,14202
104781,127718
27302,22219
133373,104743
57183,40885
88613,94020
16202,15852
18011,20813
2596,14147
3364,5025
2281,2373
10,997
18597,17502
0,20
1547,2092
59,69
23547,20070
5096,4867
534,4240
160,750
20383,22392
1090,1095
427,411
2049,4133
64462,60023
167512,125826
45992,45623
1754,21316
5840,6441
3688,5539
521806,425567
14606,13567
5718,10748
20847,19309
21464,20591
925,2004
48,55638
413,3363
3370,24428
34931,30711
1176797,982050
1037,4350
99,1764
1608,3088
78,4519
115118,114339
8979,8161
46295,35370
175056,131125
31,6316
168,370
546,818
2680,2319
23585,20577
19970,13663
164188,146423
7922,7314
25429,24404
59734,57597
3978,4952
965595,437278
31230,26674
256176,152409
119181,113518
7799,7359
377105,68915
8333,6771
13150,9888
4746,5242
23,114
34235,33187
3382,6785
2606662,661068
3475,5174
69410,47207
1657,1602
8751,8444
8961,8660
2096,117013
293974,123830
1196,2518
0,675
2451,2434
5575,198806
1013,937
1893,1379
27619,39473
7969,17725
41328,32502
161,4654
32256,24472
88716,78258
1367,30267
189276,163104
23447,30423
4570,4204
50058,39871
770,13313
34202,43079
15228,17686
496499,466750
238584,225127
8878,9623
64944,54388
59681,144584
4689,5546
161,1163
29,11270
16503,12802
20988,19907
19654,18584
3480,198806
51353,44696
38961,37370
222,46226
11929,8626
72,73
2435,2174
2479,2458
23966,20132
26119,66605
190,540
2992,2721
523,39264
17784,15877
76492,49441
6580,46036
7873,3849
599,135376
109700,114021
1891799,2414103
10126,4153
20364,32299
92305,127158
4921,6504
62344,88029
18605,17833
8224,13404
1979,7246
17508,21121
2140,40885
219927,284603
12991,18289
15127,115807
20125,28695
7820,123830
20731,19369
2658,11317
7305,8727
18617,12255
2121,3170
72704,79226
807,5932
2185,3969
25585,39864
65,428
3589,4696
17490,18782
35131,42658
169,291
235,4153
1832,639
4111,4778
1996,2232
1152,802
4288,3573
30705,39149
42132,112054
2210,1867
73303,42783
5435,9794
7969,10974
1977,3989
174,349
2469,4718
26060,24984
182758,198307
30086,30240
325479,360408
2960,5485
23006,24364
84363,76124
8740,16960
23418,25758
2452,1709
16507,19744
14182,8489
14120,15617
378,1788
137,116
192,267
1033,1153
4042,4378
10599,10655
15363,15208
268,813
5162,5901
7525,7300
37777,34610
430,2687
688,4153
15843,30665
22554,23360
16115,62723
8547,8529
2384,2150
2314,173825
2947,3776
61097,66710
45456,41515
685,903
570831,532719
1117,2345
9839,10550
63371,28746
8078,8068
63275,57279
67203,102530
625,4983
1653,2301
7495,7213
123270,130962
1160,1209
2062,2509
206111,155502
173,13908
116279,102530
40619,40678
447,657
644,3570
8364,7653
69,69
16667,32804
2119,2496
1694,1840
1998,3073
11755,12034
1486,1985
26215,25721
13123,16860
1086,2983
125,4153
8315,39264
116147,127718
15111,14202
146340,104743
27850,22219
1687,1672
96296,94020
1615,1607
26,55638
333,530
18828,20813
2411,2373
16560,15852
2950,14147
194,750
12,997
73344,72574
19,12318
19,1068
0,20
18829,17502
18,6567
1564,2092
129,4519
436,411
5190,4867
13,39264
1096,1095
24000,20070
20909,22392
29,22798
171811,125826
51,55638
46751,45623
3788,5539
65470,60023
5929,6441
560637,425567
5793,10748
106,1764
3503,24428
49,3523
21207,19309
21662,20591
415,3363
959,2004
15105,13567
1217559,982050
1078,4350
1767,21316
1631,3088
35839,30711
117732,114339
184474,131125
32,6316
49224,35370
548,818
2732,2319
168,370
141731,95083
22210,13663
63609,57597
24324,20577
169168,146423
25825,24404
33521,26674
4035,4952
998395,437278
266912,152409
120441,113518
8012,7359
383140,68915
8744,6771
3424,6785
23,114
100843,47207
34441,33187
3642,5174
2625661,661068
1678,1602
8844,8444
238395,387655
399200,522150
96359,147621
18079,40573
26557,27414
149012,114021
10015,12318
14665,10968
44932,47995
52033,56060
279197,331999
4153,12959
18128,4153
16619,21165
37514,52399
24494,32299
51420,69469
5876,11386
115726,127158
3796,68915
2251797,2414103
11797,13404
1791,12516
71460,88029
3791,4302
241679,324374
3175,40885
5196,6377
124,522
9703,28351
109,279
6069,6504
13557,23075
74565,81506
5780,7246
348,4153
267850,284603
20852,115807
2112,1163
24024,19369
22686,28695
14187,18289
81200,105478
23592,29094
3756,3969
2049,14467
62851,66915
120,428
14461,18464
56306,73672
4289,5485
1707,3201
36795,39864
20217,12255
323,349
3919,4385
75835,79226
71,3761
4338,4696
33604,36998
18419,18782
37995,42658
2675,3170
2668,3384
1930,639
2948,44639
2141,2232
2357,1867
4286,4778
1584,33566
5935,9794
10367,14284
45672,112054
74889,42783
2666,5319
6,42
50198,62882
209694,198307
8087,9157
2636,3989
26748,24984
30913,30240
334495,360408
7800,16379
1878,2055
24039,24364
87170,76124
24936,25758
2644,1709
18818,19744
914,1788
15698,8489
36298,39149
14610,15617
705,416
4363,4378
143,116
202,267
1076,1153
265,4466
10984,10655
5705,5901
16143,15208
934,4153
7771,7300
16708,30665
23345,23360
16859,62723
2573,2150
9719,16960
8671,8529
2512,173825
3111,3776
61747,66710
48827,41515
600844,532719
743,903
10538,10550
70790,102530
65671,57279
8391,8068
2525,8537
1302,2345
121701,102530
630,4983
7849,7213
1193,1209
2135,2301
26,55638
4974,7249
2104,2509
561,657
8896,7653
2446,2983
185,13908
658,3570
42968,40678
260515,155502
17045,32804
71,69
130439,130962
2252,2496
1829,1840
12238,12034
4671,10774
13357,16860
29109,25721
2070,3073
1502,1985
127,4153
133900,127718
8435,39264
102158,94020
1665,1607
1731,1672
28240,22219
15210,14202
158565,104743
2487,2373
374,530
19448,20813
212,750
3301,14147
16770,15852
19,1068
95992,72574
13,997
763,3514
25,12318
0,20
19004,17502
29,6567
1575,2092
15,39264
141,4519
5234,4867
24741,20070
1100,1095
21475,22392
175935,125826
3852,5539
47164,45623
110,1764
66588,60023
5995,6441
3622,24428
5864,10748
971,2004
21427,19309
21871,20591
1251825,982050
15564,13567
418,3363
14,44639
1131,4350
75662,90199
341140,387655
12202,9588
50337,57483
466879,522150
7105,12516
133668,147621
18096,38351
18084,12318
34141,40573
2954,91273
313981,331999
785,18443
19785,24494
787,39264
167927,114021
27478,27414
16037,10968
66089,56060
47771,47995
21438,21165
11400,15502
49884,52399
10210,24731
66386,76737
20576,4153
61628,69469
7867,11386
13160,28351
305978,324374
5297,4302
287,522
4906,68915
19971,23075
9076,9931
25544,32299
2656659,2414103
172,279
13406,13404
124011,127158
3055,14467
76914,88029
5242,7283
1374,1706
5991,6377
94579,105478
2978,4907
1513,39264
6614,6504
80351,81506
6849,7246
286889,284603
8147,12582
368,4153
2897,1163
2457,3201
15272,18289
25199,19369
67027,73672
1580,5278
11122,9157
29213,29094
41381,39864
4105,3969
144,428
17660,18464
65667,66915
4929,5485
335,349
195,291
9945,16379
4159,4385
78329,79226
4728,4696
35643,36998
40537,42658
18962,18782
13522,14284
3124,44639
2150,33566
56700,62882
2780,3384
2863,3170
6395,9794
1954,639
2240,2232
2466,1867
2818,3989
4356,4778
47970,112054
3792,5319
76351,42783
7,42
436,813
342825,360408
27224,24984
31636,30240
1942,2055
24547,24364
232613,198307
1215,1788
26527,25758
41084,39149
17269,8489
20227,19744
341,4466
2797,1709
15002,15617
89566,76124
1447,2345
148,116
4489,4378
208,267
1110,1153
11242,10655
16702,15208
6071,5901
1031,4153
8137,7300
2634,173825
17316,30665
17330,62723
23904,23360
2706,2150
10190,16960
8762,8529
465,601
3235,3776
926,3529
52438,41515
621937,532719
62338,66710
778,903
11078,10550
73367,102530
66923,57279
8618,8068
2809,8537
632,4983
7428,7249
4470,2983
1217,1209
125942,102530
2744,2301
26,55638
8032,7213
637,657
9306,7653
322993,155502
1903,1840
187,13908
74,69
134834,130962
17365,32804
45478,40678
12872,12034
5916,10774
11642,25103
31501,25721
13525,16860
2122,3073
1511,1985
145346,127718
128,4153
8517,39264
106340,94020
1703,1607
1760,1672
2546,2373
28558,22219
15348,14202
3694,14147
246,750
69,6567
19909,20813
405,530
19,1068
16962,15852
108077,72574
169795,104743
14,997
766,3514
25,12318
0,20
19154,17502
145,4519
1585,2092
15,39264
5260,4867
25712,20070
14,1986
1107,1095
21842,22392
91331,59304
20593,24131
130808,203772
18889,23282
110551,122063
19605,9588
13833,6008
56030,58767
86753,90199
26416,38351
399203,387655
63959,57483
9388,40801
5945,8661
10047,12516
23332,34141
125016,132517
502660,522150
22758,12318
143680,147621
9683,13555
4350,5366
43002,40573
5952,6819
32742,39787
3962,91273
14694,15502
1478,39264
90,796
331264,331999
23889,24494
12208,24731
179799,114021
12533,12582
16690,10968
27781,27414
23595,21165
1326,208545
69743,56060
48804,47995
4381,4907
5487,68915
15220,28351
55515,52399
68212,69469
73307,76737
365,522
8837,11386
6043,4302
343940,324374
22381,23075
2103,39264
2811215,2414103
21227,4153
6129,7283
9801,9931
3445,14467
101821,105478
211,279
14261,13404
128518,127158
1485,1706
80029,88029
26115,32299
219561,177670
6326,6377
7220,7246
6862,6504
7716,7101
82988,81506
4085,11346
153,440
299258,284603
13028,9157
74012,73672
3023,1163
370,4153
2674,3201
16459,18289
26259,19369
19664,18464
1759,5278
30469,29094
43789,39864
5830,5485
68047,66915
4127,3969
167,428
5,55638
343,349
195,291
4267,4385
5046,4696
36959,36998
2981,3170
15713,14284
2451,33566
41911,42658
59206,62882
80091,79226
19425,18782
11224,16379
1746,2050
3211,44639
6652,9794
2856,3384
2351,2232
1966,639
754,813
50421,112054
2522,1867
2935,3989
4458,5319
4428,4778
310,9968
8,42
77351,42783
349766,360408
495,4466
248647,198307
44715,39149
28438,25758
27678,24984
24894,24364
2035,2055
32,1066
32251,30240
21103,19744
2928,1709
18514,8489
94942,76124
15211,15617
148,116
1143,1153
212,267
1065,4153
4559,4378
3135,4157
6286,5901
11408,10655
17344,15208
2729,173825
1550,2345
8415,7300
477,601
5963,22848
17869,30665
17707,62723
2817,2150
24370,23360
10646,16960
1245,3529
3320,3776
8838,8529
227,474
55218,41515
3004,8537
799,903
11651,10550
68298,57279
75000,102530
8810,8068
7848,7249
635452,532719
1483,4984
1236,1209
6692,2983
129661,102530
636,4983
3374,2301
378111,155502
1958,1840
8174,7213
686,657
26,55638
138170,130962
193,13908
75,69
9607,7653
17702,32804
49673,40678
13367,12034
7471,10774
11839,25103
2169,3073
13689,16860
153706,127718
129,4153
150,6567
8569,39264
1789,1672
1732,1607
2597,2373
28986,22219
24319,53559
30566,64858
761852,900386
45547,38447
404711,44639
36078,48362
2018,1844
4681,8584
1104,1234
138566,59304
29863,48881
1396,4105
2134,6610
350,478
4861,10289
912,1206
195122,203772
22171,23282
625,6316
25281,24131
982,22317
14194,17425
10418,16860
1987,1895
11453,13920
23436,37376
127351,144071
121429,122063
810,818
16777,22549
257,1583
76,300
14706,6008
29430,38351
2504,8014
730,2094
227,796
8228,7245
58926,58767
10872,40801
28568,50025
13679,13555
39,169
3193,3428
286,89836
5595,7603
1258,2098
91439,90199
440303,387655
4194,6347
5855,8998
69007,57483
25087,34141
11517,12516
6645,6819
5474,5366
131858,132517
3600,8614
2094,19270
24898,12318
523448,522150
147894,147621
3022,23290
1815,3625
47679,40573
13660,12582
3318,4150
35011,39787
4424,91273
16024,15502
1644,39264
12987,40435
17,40
341942,331999
25930,24494
4757,4907
13470,24731
12413,19567
188490,114021
17472,10968
24693,21165
73139,56060
27892,27414
72671,69469
49255,47995
177,52114
16375,28351
58469,52399
77689,76737
2299,39264
368719,324374
23423,23075
106494,105478
21371,4153
6438,7283
10191,9931
3574,14467
59,5486
2912702,2414103
14941,13404
131772,127158
81732,88029
26461,32299
227045,177670
1545,1706
5215,7033
6469,6377
7470,7246
8846,7101
7117,6504
14808,9157
80194,73672
4389,11346
5657,3625
2829,3201
84581,81506
309865,284603
171,440
3106,1163
373,4153
1880,5278
11936,16379
21303,18464
27512,19369
17238,18289
180,428
31167,29094
45197,39864
1820,2050
1159,33852
26134,28695
4143,3969
6671,5485
7,55638
69285,66915
186,786
352,349
4332,4385
60624,62882
3071,3170
18038,14284
37774,36998
5343,4696
81267,79226
19637,18782
70,284
1037,813
3252,44639
2906,3384
6782,9794
42581,42658
2999,3989
2570,1867
1576,4984
4985,5319
2424,2232
51558,112054
4487,4778
78398,42783
8,42
356297,360408
259,25419
634,4466
66026,264902
261095,198307
46803,39149
29374,25758
28014,24984
34,1066
25130,24364
32585,30240
19458,8489
3007,1709
21855,19744
96880,76124
8601,7300
3331,4157
1187,1153
6427,5901
212,267
1076,4153
154,116
4616,4378
17904,15208
11500,10655
1633,2345
2773,173825
6500,22848
1483,3529
492,601
18390,30665
2939,2150
17958,62723
24687,23360
10885,16960
3374,3776
8879,8529
25226,99598
11396,31753
38994,45715
59284,64858
182109,144584
2306,7629
23897,32230
75419,48881
23271,21622
68384,38447
31676,53559
6611,2282
8796,12285
25109,32229
20641,91273
11922,19309
12586,11714
16042,20327
7478,10956
64551,75603
10004,10289
25481,42783
513215,44639
9946,13841
836361,900386
2448,6834
17984,20825
43217,12219
312,1102
7925,11692
45957,48362
154281,59304
754791,883750
9102,11354
4580,21498
3648,4428
497,478
712,851
5345,8584
4635,8358
5514,12109
3016,3787
1855,30558
14883,18870
2948,6610
21214,22549
4056,8014
1837,22317
3684,5584
46,2703
12857,23211
1111,1179
3522,4113
12985,16860
104,300
1087,1206
485,8101
13382,13920
226420,203772
817,6316
23250,23282
5042,10338
17292,17425
26599,24131
32623,37376
293,1583
109,110
600,858
140321,144071
169711,145245
3535,19270
879,1359
2001,5568
124924,122063
3294,4585
244,796
15078,6008
1566,2098
30406,38351
8472,7245
30229,50025
116,169
5839,7603
11278,40801
59772,58767
15166,13555
364,89836
6880,8998
3257,3428
95924,90199
6893,6819
314,24909
3435,23290
5790,5366
478516,461536
3712,8614
136322,132517
1959,3625
4627,6347
27615,12318
150418,147621
20,40
50247,40573
3568,4150
14003,12582
536651,522150
36420,39787
16710,15502
1689,39264
715,1638
13666,40435
170,22582
4968,4907
27237,24494
1177,3091
350550,331999
14595,24731
27961,27414
17991,10968
423,3725
76765,69469
23968,23075
6688,7283
192,52114
82469,76737
60286,52399
2466,39264
3705,14467
390127,324374
110914,105478
49538,47995
10413,9931
1566,1706
3014471,2414103
21488,4153
2929,3201
2747,23873
178,440
1903,2050
15540,13404
133928,127158
232742,177670
6102,7033
82882,88029
1933,5278
7633,7246
85142,73672
9741,7101
16444,9157
6533,6377
4586,11346
3143,1163
7304,6504
12444,16379
85861,81506
363560,284603
375,4153
28926,19369
22921,18464
189,428
17726,18289
31803,29094
1509,33852
46185,39864
26592,28695
7248,5485
1628,4984
4152,3969
70445,66915
7,55638
61444,62882
189,786
3119,3170
356,349
3298,44639
4393,4385
19818,18782
1174,5045
5497,5319
3056,3989
20063,14284
6870,9794
38298,36998
5585,4696
1220,813
3091,40607
82038,79226
78,284
9122,41976
43008,42658
2945,3384
2613,1867
52324,112054
2461,2232
4570,4778
8,42
265,25419
15604,24912
20132,17574
131122,41976
6143,20883
441,44639
38230,71084
6370,12516
18845,29650
52956,99598
15112,34904
29332,47529
19594,31753
8194,101737
29163,44413
105959,96595
11763,20965
4183,6629
66812,33873
44655,54405
12967,16235
5936,30760
6851,7629
26264,48565
20671,29805
20344,41976
537,601
1637,3340
47025,45715
7312,14877
30158,32230
46995,37920
20116,41784
20347,20206
1740,12109
65976,64858
5679,6834
15785,19309
3116,5492
11835,12285
9815,10956
7607,8567
29602,32229
198517,144584
2115,10927
783,4153
9312,21498
29554,42783
77731,88362
142,291
75035,38447
43101,48202
1576,4413
3129,4111
38250,53559
9320,12109
12163,13841
73328,75603
989,7322
11212,10289
13474,11714
568993,44639
5112,5105
17150,20327
21485,20825
1237,1782
11191,37401
18658,18870
420,1102
882821,900386
1598,4240
5059,7927
362,1100
9988,11086
3950,5171
4235,5125
673,877
9924,11692
388,1027
1244,2893
141,11503
2665,3244
10463,11354
7469,8358
4736,5584
806411,883750
4584,4989
48899,48362
4114,4428
2211,9847
1169,1234
1795,2309
509,478
5458,8584
62,2703
667,853
9366,287819
2347,2892
22141,22549
3817,4113
2061,22317
4436,8014
13945,16860
13759,27384
1150,1179
5686,10338
8333,17398
348,1630
106,300
1140,1206
4565,4585
241768,203772
13885,13920
37217,37376
18052,17425
27348,24131
4453,19270
690,858
111,110
3882,6557
149667,144071
2374,5568
5981,7603
891,1359
785,1638
14478,15123
127241,122063
15312,6008
245,796
1653,2098
31220,38351
119,169
413,89836
11549,40801
31342,50025
8274,8998
91,360
3675,23290
3757,8614
552,384
1104,1393
398,24909
5989,5366
514355,461536
0,1112
7017,6819
20,40
138555,132517
4941,6347
31361,12318
51615,40573
544117,522150
2035,3625
152182,147621
3725,4150
14274,12582
9582,9405
37472,39787
17159,15502
14504,40435
1724,39264
359072,331999
174,22582
1299,3091
15498,24731
5109,4907
28149,24494
114396,105478
80513,69469
195,52114
86369,76737
406872,324374
28017,27414
2618,39264
61553,52399
24317,23075
3804,14467
12827,16379
10519,9931
3093544,2414103
21607,4153
89113,73672
7086,7033
2843,23873
16110,13404
18313,9157
1576,1706
135617,127158
3028,3201
10399,7101
6569,6377
4757,11346
373538,284603
7456,6504
7699,7246
1958,2050
95216,65920
86588,81506
24999,40389
4870,3761
17019,12290
88825,49476
41255,88728
3307,44639
605,1123
405372,679861
31244,50244
13739,27217
8780,17219
7525,6923
24081,24912
157163,41976
115338,190972
12917,20883
18475,20839
51736,58954
15413,12958
62773,71084
2097,8718
2520,7588
26669,34904
586,24369
12904,56602
2935,39264
10357,16838
1357,5284
39177,47529
8186,11189
3552,7930
5156,5492
1384,22855
36732,44413
6203,6629
31198,35538
24003,31753
60582,77894
127288,96595
2782,3340
58093,99598
20302,16235
183,616
3383,12109
23115,29805
36891,48565
97,3337
7998,7629
3155,10927
24594,41976
14285,20965
31844,41784
603,601
1635,1782
35845,41220
1458,1557
5426,5762
7859,14877
2639,3845
49938,54405
3374,4302
2972,3481
503,39264
6743,6834
22272,20206
49170,45715
69281,64858
1553,2417
32994,32230
1281,7322
4994,5171
10660,10956
506,1027
46459,48202
12649,12285
2168,9467
211190,144584
16776,19309
11406,21498
15507,31629
548,1710
27133,40521
8464,8358
818,4153
465,519
80589,38447
3561,3921
8152,8567
43924,53559
11522,10289
30678,42783
32637,32229
86426,88362
77830,75603
600278,44639
13103,13841
438,1102
2436,21815
1046,44639
917951,900386
23016,20825
459,1100
10723,11086
24962,16607
1661,4240
19637,18870
5236,4989
851,877
55,108
11966,37401
10511,287819
4985,5125
850681,883750
11096,11354
2415,9847
50662,48362
5053,5584
4682,13817
170,11503
4470,4428
3607,4111
1063,1382
1176,1234
1865,2309
514,478
5518,8584
6218,10338
725,853
2560,2892
1397,2893
83,6008
3157,20358
14184,23611
14335,16860
3180,3244
1168,1179
22875,22549
108,300
1165,1206
368,1630
4847,4585
40523,37376
38,576
14057,13920
67,2703
27917,24131
18327,17425
3985,4113
5238,19270
778,858
251314,203772
111,110
2556,5568
4001,6557
896,1359
156681,144071
809,1638
15289,15123
128754,122063
246,796
1715,2098
121,169
444,89836
11684,40801
32580,38351
93,360
454,24909
9006,8998
3834,23290
545,11917
553,384
3806,8614
548457,461536
1126,1393
7085,6819
20,40
140634,132517
5113,6347
36090,12318
52629,40573
550348,522150
2102,3625
153570,147621
14621,12582
9709,9405
182,22582
38187,39787
17454,15502
15187,40435
369736,331999
1745,39264
1512,4817
16142,24731
5295,4907
28814,24494
117929,508177
84096,69469
532876,858983
13689,55638
23285,20883
61950,98352
45961,108113
40068,40389
7218,12516
20034,29927
22027,12290
4141,5235
5707,3761
4870,9755
4662,79783
90783,108637
35596,60876
61951,88728
111659,49476
916,1123
22949,27217
594,7142
580073,679861
3960,44639
1486,2915
4232,6691
2660,24369
10495,17219
43738,50244
27699,12958
36287,65159
57317,58954
1500,2886
8696,17412
152747,190972
47826,217453
2069,2501
8942,6923
1123,1718
162893,41976
3803,5284
26499,24912
15232,21532
19932,20839
3521,7588
12290,13836
75267,71084
4976,39264
8261,12757
37232,307130
31762,34904
13542,16838
10714,11189
2548,4107
3385,9157
259,616
3484,190972
15253,56602
11389,14988
4990,7930
5838,5492
263,3337
6444,8598
42769,47529
686,1704
41588,44413
136,173825
6783,6629
75982,77894
33331,35538
29654,31753
3015,3340
4008,12109
59546,99598
23772,29805
43668,48565
3580,10927
766,2519
1106,1130
25372,41976
8434,7629
1656,5715
38328,41784
1828,1782
6461,7608
39521,41220
619,601
1695,2417
2743,3845
5816,5762
1509,1557
2645,2996
1868,2128
8223,55577
6,44639
52481,54405
514,39264
18077,18909
3646,4302
7240,6834
23103,20206
50413,45715
72270,64858
34380,32230
646,519
5216,5171
2835,4051
1399,44639
10866,10956
12978,21498
548,1027
47972,48202
223810,144584
13128,12285
17148,19309
588,1710
819,4153
9073,8358
2306,9467
8422,8567
3806,3921
47253,53559
34892,32229
91174,88362
11835,10289
31007,42783
80420,75603
13591,13841
450,1102
2672,21815
11047,287819
619847,44639
11450,11086
26,6843
12398,37401
20194,18870
5660,4989
953730,900386
57,108
744,853
62,378
899117,883750
2254,2400
2572,9847
5321,5125
11483,11354
4776,13817
4852,4428
181,11503
585,16946
51874,48362
1887,2309
3866,4111
5027,4585
5211,5584
1097,1382
1182,1234
6670,10338
518,478
39,576
2798,2892
189,487222
5563,8584
1182,1179
1476,2893
90,6008
3367,20358
128340,168245
185,22318
111,110
391,47955
14692,16860
14593,23611
23492,22549
110,300
9109,17398
1191,1206
870,877
64,20
43604,37376
3649,3244
76,2703
14193,13920
5765,19270
18510,17425
4091,4113
28340,24131
20,3845
258658,203772
840,858
121,169
2618,5568
4070,6557
837,1638
161462,144071
902,1359
287,198806
16088,15123
129998,122063
6761,9035
10117,12516
718501,858983
3973,8009
18394,55638
12727,17688
60585,108113
26616,20883
1021,7142
27878,29927
81441,98352
5416,5235
7642,9755
44278,40389
2883,2886
24213,12290
99933,108637
48421,60876
17260,17412
75762,88728
2759,2915
5884,3761
1076,1123
122077,49476
5477,6691
4489,24369
27339,27217
648029,679861
441,1295
35224,12958
6456,190972
4167,44639
60106,217453
1214,1927
4511,9157
47994,50244
9163,8660
590,1553
11334,17219
42874,65159
5049,5284
167277,190972
59655,58954
20950,21532
11921,12757
1455,1718
1457,1362
9568,6923
2870,2501
165423,41976
27999,24912
45179,307130
14216,16838
108,278
4083,7588
21017,20839
13338,13836
5402,39264
3366,4107
4023,4967
84463,71084
6941,8598
35584,34904
1992,5715
11479,11189
12607,144371
12695,14988
16412,56602
264,616
6519,7930
6121,5492
45092,47529
310,3337
85958,77894
7297,6629
44663,44413
986,1704
211,173825
35286,31753
35164,35538
4476,12109
1297,1130
3195,3340
60523,99598
850,2519
41732,41220
49350,48565
3964,10927
42302,41784
24084,29805
7398,7608
25908,41976
2000,1782
8731,7629
621,601
1767,2417
2037,2128
6041,5762
8539,55577
2951,2996
1025,1775
54389,54405
6,44639
18712,18909
4019,6717
521,39264
7620,6834
23866,20206
51562,45715
740,519
35386,32230
1460,3625
587,1027
5413,5171
3841,4302
2884,4051
74282,64858
11020,10956
15004,21498
17513,19309
49445,48202
13360,12285
26,20809
1155,179667
9614,8358
240179,144584
604,1710
3967,3921
819,4153
2416,9467
8553,8567
36173,32229
93457,88362
2792,21815
31222,42783
81886,75603
57,108
14069,13841
11437,287819
12178,10289
457,1102
630523,44639
11913,11086
12610,37401
20649,18870
988608,900386
29,6843
62,378
1118,1382
761,853
5872,4989
5473,5125
934096,883750
9706,10084
11711,11354
2321,2400
192,11503
2708,9847
5504,4428
201,22318
5126,4585
611,16946
52702,48362
5336,5584
4866,13817
1908,2309
295,7792
4077,4111
436,47955
7080,10338
520,478
39,576
1518,2893
192,487222
18,2427
91,6008
5599,8584
1192,1179
1193,1234
130159,168245
111,110
881,877
14992,16860
3853,3244
14782,23611
9356,17398
24048,22549
112,300
68,20
2465,78458
45903,37376
1208,1206
78,2703
14397,13920
6447,19270
4171,4113
18642,17425
28777,24131
27542,24389
9213,11714
8100,6843
578219,725232
243539,147621
3259,7696
35670,155502
3582,6316
39735,42206
1472,2009
5131,21851
172,1317
9143,9035
22227,25968
9939,12408
44454,58993
166116,214941
806,2687
66,632
12955,12516
180,600
22,3025
67,279
7328,8161
139826,140143
829219,858983
5808,8009
4431,3896
10379,173825
9769,10702
15720,17688
23781,27414
19684,55638
19272,24924
1280,7142
115,4240
67500,108113
30588,29927
544,674
27812,20883
38877,44787
89823,98352
9058,9755
3626,2886
1151,3605
19221,17412
2398,2759
11602,13348
3377,2915
641,1295
55039,60876
25917,12290
103954,108637
88905,88728
1075,23186
5930,3761
6168,6691
3202,3367
5454,24369
1146,1123
63900,217453
8565,190972
692950,679861
1848,135376
132086,49476
31084,27217
9911,8660
22760,21532
5071,9157
5729,5284
4234,44639
50302,50244
44642,65159
1297,1927
174349,190972
13330,12757
60962,58954
1586,1718
10003,6923
14688,22055
16154,144371
307,3279
307,173825
51697,110307
167416,41976
29533,24912
4640,7588
4959,4967
14762,16838
112,278
21863,20839
3724,4107
13791,13836
5473,39264
89482,71084
2265,5715
270,616
7209,8598
39981,34904
12007,11189
13458,14988
1131,1704
17559,56602
8199,7930
336,3337
47106,47529
6348,5492
93554,77894
7777,6629
47468,44413
1822,3792
1767,1924
7370,15930
36754,35538
4893,12109
1261,1775
3704,3340
41667,31753
933,7183
43445,41220
1385,1130
