views,pred_views
5640597,2929767
1518910,1416490
576991,422717
273690,245133
382174,297620
316809,291010
1032142,915633
405471,364674
817764,773940
806285,683087
400564,352857
1985776,1585266
6576190,3944726
3341589,1748158
4130885,3497553
852371,675702
410460,303305
1577450,1493930
3035158,2449104
1583620,1369600
771568,676627
772086,522138
18323783,4856279
1129870,888402
351991,333225
578416,526596
285213,264819
369487,326210
2982517,2614694
22546976,17303330
774012,721347
261520,219585
2138878,1946632
3087952,2392694
2226333,2023909
1207635,1007504
563514,565680
1646592,1726303
538635,962576
539911,889787
722009,4061657
177839,622945
802945,1157593
1096809,1335594
2000203,2255091
125112,784970
386450,631414
371602,629072
954389,2023835
531285,1350849
1267850,1075657
854432,1098523
11161971,5284199
640434,508156
2740785,1803601
1737821,857914
354015,453275
300843,398635
415196,419747
4511599,2890485
309268,388626
398191,542639
3433597,3640601
654257,757364
200534,8195374
727128,1493808
197586,397149
2191643,2734700
558329,719723
525797,1059309
449645,1158789
236393,288550
756037,731553
672017,580462
423976,470913
35218973,51522823
8050783,10371954
2562782,4804228
1483151,2070790
2388482,2685205
619864,2702857
1755004,1982853
371642,388802
2849816,3611890
2822463,3238448
2026827,2121272
538938,669691
1265875,3432712
1086984,1709249
401402,617733
4303102,1995511
262702,309997
812403,957902
783712,908260
438680,659650
387849,424789
176529,205970
203254,218182
15845395,20144866
1342483,1884707
225590,232743
3315192,2954111
518516,512990
169124,258005
1435322,1789484
2491405,2189523
373003,604798
707999,742806
150839,148908
2990724,2150952
788491,785967
2775029,2777838
3829925,3971305
762372,1400704
587694,520241
414882,466002
1967156,1716824
2731544,2927010
3666161,3606262
146856,149136
3125402,3026224
2612612,2889748
8538927,9374583
408667,442673
2092853,2010332
10093668,9377645
1122569,1653503
181523,272720
155584,187725
3219605,2739131
14937243,11822825
1779137,1786955
1565169,1530607
5286418,5095957
559953,530366
337122,330663
843512,809904
967088,874870
360753,369176
4807512,3629046
610679,852658
266977,244441
372961,349763
409784,408582
309312,279735
1080282,974500
1138373,464089
4336200,4405123
430057,460022
724779,744293
1487010,1423257
863500,2041445
392588,3935737
196840,162984
787005,515641
341307,339273
1515334,1571840
512959,524168
463719,437152
712183,574071
448806,399544
230281,219296
275780,274252
819989,745161
423991,414921
2167506,1699255
1831571,1670358
1990322,1441651
256903,326917
764217,600341
7482189,6500443
288042,284196
3104607,2609546
986647,939659
481276,349300
945298,906323
2409987,2172173
635511,622448
3779019,3390346
348328,333701
199385,176021
4066110,3872305
209672,201953
350491,330238
2855956,1656426
6992640,6731917
501064,647877
763927,755053
541583,516982
1062124,798295
146125,134593
803414,768648
502910,616576
11114935,9146584
340750,515048
222976,203731
165024,162585
1413179,1398728
506688,438575
791528,657120
1776383,1621357
932496,836865
739499,588600
519042,478474
1057556,1038196
158957,150369
636531,519634
881492,859892
5751961,2929767
1538007,1416490
589489,422717
275957,245133
391852,297620
318839,291010
1036529,915633
422586,364674
822369,773940
810549,683087
404843,352857
2033802,1585266
7022562,3944726
3770674,1748158
4159065,3497553
861822,675702
443675,303305
1585496,1493930
3148434,2449104
1587545,1369600
801597,522138
19998243,4856279
19716689,26661177
525039,2929767
1708038,2366481
2164758,3151833
1668355,4529599
493496,2011624
692006,1228016
211898,548817
1709292,4061657
449388,622945
806099,962576
716764,889787
1907955,1726303
184718,299302
1048751,1157593
627239,2092682
2251644,3587071
320608,784970
3311448,1350849
144121,218763
285508,399623
1332018,1335594
2130488,2255091
456972,631414
978670,1098523
242848,332532
1349420,2023835
478405,629072
293147,840151
1392632,1075657
763000,508156
1197826,1529425
162446,355552
3110326,1803601
1903772,857914
404772,453275
292602,8195374
780422,1251691
341767,398635
473544,419747
5161538,2890485
340864,388626
465108,542639
1087693,1493808
753344,757364
723555,1275163
3595550,3640601
241215,397149
2357747,2734700
781035,1059309
269878,288550
850683,731553
268548,310490
704672,719723
805918,580462
545974,1158789
8515654,10371954
3025368,4804228
1669974,2070790
2467397,2685205
39770100,51522823
664929,2702857
3254009,3611890
1812359,1982853
387314,388802
2959693,3238448
2071315,2121272
610570,669691
1271600,1709249
1341921,3432712
424034,617733
270805,309997
491800,659650
817903,908260
403301,424789
5544823,1995511
856305,957902
184163,205970
207728,218182
17017392,20144866
1590586,1884707
244479,232743
3423400,2954111
194487,258005
1589536,1789484
2554984,2189523
380829,604798
726747,742806
157718,148908
3054346,2150952
799423,785967
2863209,2777838
1003988,1400704
3898249,3971305
601729,520241
2020895,1716824
436696,466002
2826690,2927010
3738696,3606262
148675,149136
3277066,3026224
2716286,2889748
9410655,9374583
424884,442673
2128508,2010332
10457323,9377645
206188,272720
1134847,1653503
159774,187725
3253164,2739131
16407659,11822825
1710157,1530607
1863547,1786955
5400534,5095957
589732,530366
719093,852658
347519,330663
366833,369176
270038,244441
847017,809904
381912,349763
423556,408582
316097,279735
4697573,4405123
1240582,464089
855737,744293
434430,460022
1084820,974500
200121,162984
838332,515641
902532,2041445
353276,339273
416234,3935737
1550361,1571840
471608,437152
547067,524168
748313,574071
455403,399544
2190599,1699255
822952,745161
233708,219296
280099,274252
425849,414921
2013620,1441651
1842399,1670358
282736,326917
7546285,6500443
304246,284196
3150065,2609546
1020284,939659
949210,906323
483597,349300
2445835,2172173
351205,333701
648021,622448
3802925,3390346
201507,176021
4117221,3872305
2878645,1656426
356352,330238
211629,201953
7098929,6731917
509275,647877
768487,755053
550974,516982
147863,134593
807602,768648
524875,616576
11474303,9146584
250235,203731
167299,162585
1418091,1398728
508621,438575
846920,657120
1778040,1621357
956459,836865
525644,478474
1065047,1038196
161101,150369
638991,519634
937782,859892
1549476,1416490
5888043,2929767
595038,422717
277849,245133
401024,297620
320756,291010
1040659,915633
437061,364674
825458,773940
814243,683087
410257,352857
2085977,1585266
7441922,3944726
30173222,26661177
8053628,9484853
736843,1864941
629052,423860
1250660,2521271
371752,1236738
926002,2929767
258892,585188
861378,1155708
233958,531773
2067085,2366481
1131661,2722636
841111,2011624
2614403,3151833
2128122,4529599
989578,1228016
393731,548817
2505868,4061657
1261976,1350849
588165,622945
903921,962576
792226,889787
216070,295690
1992952,1726303
460897,646183
237399,299302
938349,2092682
1178272,1157593
496129,688072
189047,772321
174245,421837
242979,347017
3123421,3587071
480700,784970
368571,399623
186792,218763
1500855,1335594
1634912,2023835
2210918,2255091
497609,631414
549258,629072
1043436,1098523
459556,552213
218306,378048
283745,332532
1448688,1075657
1377081,1529425
255842,355552
364657,8195374
1995022,857914
3313121,1803601
435846,453275
1014780,1251691
371604,398635
521486,419747
891651,1275163
1443592,1493808
5730346,2890485
362395,388626
503643,542639
691505,1921334
800108,757364
3761199,3640601
271020,397149
2458983,2734700
1132930,1059309
280015,288550
804358,719723
888329,580462
598317,1158789
285409,310490
3458494,4804228
9094014,10371954
43738208,51522823
3633998,3611890
2543367,2685205
1399587,3432712
715036,2702857
649653,669691
1862796,1982853
1417134,1709249
2107214,2121272
400033,388802
3062649,3238448
543242,659650
443922,617733
6151213,1995511
277821,309997
413937,424789
850180,908260
906915,957902
191389,205970
212115,218182
18276864,20144866
1849565,1884707
264956,232743
3525034,2954111
1734465,1789484
218074,258005
2623124,2189523
388931,604798
743934,742806
166647,148908
3107596,2150952
813870,785967
2994047,2777838
1207138,1400704
3966380,3971305
613655,520241
452989,466002
2919117,2927010
3788443,3606262
150202,149136
3427708,3026224
2805605,2889748
10258028,9374583
439972,442673
10856682,9377645
232458,272720
1142085,1653503
163599,187725
3292117,2739131
18176356,11822825
1838371,1530607
1880930,1786955
5518903,5095957
611176,530366
831485,852658
356432,330663
371467,369176
273622,244441
848676,809904
437414,408582
393598,349763
321275,279735
5070554,4405123
1333817,464089
1027361,744293
438304,460022
207905,162984
890541,515641
946850,2041445
365027,339273
439426,3935737
1576947,1571840
3718505,2150952
584331,524168
480443,437152
2215447,1699255
461616,399544
826773,745161
236420,219296
284870,274252
427771,414921
2032081,1441651
1856188,1670358
303917,326917
7608830,6500443
316309,284196
3191887,2609546
1052880,939659
951655,906323
486911,349300
2494281,2172173
664016,622448
354208,333701
3820114,3390346
202920,176021
4183227,3872305
2898470,1656426
367435,330238
213958,201953
7199161,6731917
516214,647877
774567,755053
562238,516982
812757,768648
11852772,9146584
547743,616576
269123,203731
169726,162585
1423050,1398728
511315,438575
885778,657120
1779761,1621357
986598,836865
535030,478474
1072587,1038196
641267,519634
996449,859892
1563582,1416490
6013966,2929767
610581,422717
279585,245133
410327,297620
322244,291010
2789452,4404209
1865071,2761374
404822,1594272
3520365,5510663
13697378,9484853
364182,423860
36112519,26661177
1748254,1864941
757927,1236738
237817,722170
1728905,2521271
1129543,1357677
447791,585188
401996,376558
1811013,2722636
1106696,1155708
215390,290851
414353,531773
493898,981420
1312455,2011624
2225855,2366481
262661,403279
2487743,4529599
1143432,1228016
2845610,3151833
479495,548817
1451019,1350849
558173,646183
3220014,4061657
665225,622945
369197,772321
421936,421837
1176625,2092682
964669,962576
840224,889787
268714,295690
269885,299302
165822,268433
326759,347017
577774,688072
1252428,1157593
2055800,1726303
360043,448553
626043,784970
419343,399623
211445,218763
3866200,3587071
196934,623363
181093,216921
1633904,1335594
1839921,2023835
2266393,2255091
601228,629072
518625,631414
1072184,1098523
523017,552213
261919,378048
305789,332532
1482743,1075657
1477684,1529425
311153,355552
262126,515641
438384,8195374
452623,453275
3392787,1803601
1548521,1921334
1191881,1251691
1044870,1275163
148322,228467
384930,398635
550450,597672
6156518,2890485
523220,542639
831011,757364
375426,388626
3905383,3640601
300884,704841
292173,397149
2531615,2734700
1144998,1059309
287291,288550
877175,719723
295836,310490
9617675,10371954
3804400,4804228
47247436,51522823
3943789,3611890
2619670,2685205
1445194,3432712
758561,2702857
1529861,1709249
1901537,1982853
2132920,2121272
683778,669691
409532,388802
3163208,3238448
581484,659650
6535720,1995511
459212,617733
284696,309997
877964,908260
946633,957902
420170,424789
198016,205970
216467,218182
19449737,20144866
2039680,1884707
3656163,2954111
1857154,1789484
240418,258005
2679373,2189523
396791,604798
752602,742806
177740,148908
3145441,2150952
825627,785967
3083251,2777838
1415482,1400704
4022115,3971305
624481,520241
464840,466002
2973190,2927010
3831164,3606262
151473,149136
3558564,3026224
2900766,2889748
10947271,9374583
451210,442673
11150199,9377645
256100,272720
1148062,1653503
165453,187725
19832315,11822825
3319097,2739131
1963901,1530607
1895053,1786955
5621751,5095957
929511,852658
627001,530366
365095,330663
375618,369176
277092,244441
850092,809904
450866,408582
404032,349763
325532,279735
1405755,464089
5406173,4405123
1142121,744293
441968,460022
212441,162984
373816,339273
1599390,1571840
458154,3935737
990612,2041445
617734,524168
497601,437152
2237102,1699255
467857,399544
830218,745161
239248,219296
288366,274252
429664,414921
2051250,1441651
1871078,1670358
328318,326917
7655436,6500443
326125,284196
3227166,2609546
1083620,939659
489552,349300
2560454,2172173
684106,622448
356854,333701
3831690,3390346
4244461,3872305
2913821,1656426
375799,330238
216380,201953
7289439,6731917
522854,647877
571803,516982
817600,768648
12163782,9146584
564951,616576
281678,203731
172301,162585
1426823,1398728
931253,657120
1010818,836865
1781312,1621357
543968,478474
1080339,1038196
6106813,2929767
643097,519634
1045195,859892
778600,2870306
1644037,2022714
346236,808745
728277,1995511
4749671,4404209
317382,1350849
350104,580579
333728,881319
677098,974225
169684,283760
2510657,2761374
973053,1594272
596482,1058935
241446,423860
1790451,2304608
4262630,5510663
211615,308866
290912,385715
17613868,18622201
39980116,26661177
2115619,1864941
956003,1236738
435589,576980
158585,264073
280407,312959
422808,722170
397840,529700
1247694,1357677
319511,290851
543334,585188
2199664,2722636
1214456,1155708
467558,657680
771042,981420
491659,531773
247744,397801
348267,403279
1596261,2011624
2300234,2366481
2780945,4529599
1219593,1228016
2938527,3151833
519942,548817
174233,475664
615861,646183
3807560,4061657
1562256,1350849
539184,772321
779881,622945
636473,421837
154184,246633
256917,268433
1373299,2092682
298193,295690
865222,889787
1004531,962576
367340,347017
289795,299302
615732,688072
1291790,1157593
388954,448553
731696,784970
450553,399623
2100578,1726303
225918,218763
3945913,3587071
193255,216921
223831,623363
1720495,1335594
1951573,2023835
742377,1303719
549022,552213
1085724,1098523
532534,631414
286864,378048
317798,332532
632148,629072
260560,345600
2298338,2255091
487654,8195374
1529624,1529425
344664,355552
267516,515641
1504662,1075657
3432865,1803601
463223,453275
1930911,1921334
178787,228467
1290414,1251691
1148898,1275163
393203,398635
6500979,2890485
538891,542639
567964,597672
851444,757364
406130,704841
384237,388626
4001442,3640601
306630,397149
1151252,1059309
2626302,2734700
292273,288550
907602,719723
302794,310490
4199687,4804228
10153928,10371954
50807655,51522823
4427710,3611890
2712687,2685205
1498171,3432712
1610671,1709249
794993,2702857
1941200,1982853
2192738,2121272
713160,669691
422918,388802
3256282,3238448
611285,659650
476633,617733
292626,309997
903104,908260
987635,957902
434776,424789
203474,205970
220422,218182
20546052,20144866
2055529,1884707
3745968,2954111
1945380,1789484
264280,258005
337152,351766
763863,742806
187540,148908
3183166,2150952
833014,785967
1665865,1400704
3143991,2777838
4070154,3971305
637423,520241
3010640,2927010
479190,466002
3867267,3606262
153263,149136
3687936,3026224
3000556,2889748
11654342,10648733
462327,442673
11429648,9377645
285793,272720
21486931,11822825
1154894,1653503
167124,187725
3347569,2739131
2102429,1530607
1916297,1786955
5706388,5095957
1025238,852658
643818,530366
376084,330663
381009,369176
280249,244441
459727,408582
412629,349763
329150,279735
1480692,464089
5714711,4405123
1204315,744293
446482,460022
215381,162984
381896,339273
1629086,1571840
1027454,2041445
667175,524168
506237,437152
4410868,3977521
2258190,1699255
473057,399544
832485,745161
241972,219296
291933,274252
431052,414921
2067717,1441651
1884168,1670358
353056,326917
7689941,6500443
333786,284196
1111324,939659
2606093,2172173
493836,349300
700692,622448
359135,333701
3845880,3390346
3259936,2609546
4289238,3872305
2929814,1656426
380230,330238
7365395,6731917
1053434,2736918
750825,4837662
722674,822211
1595411,2870306
5635250,3787243
355033,789408
581532,1350849
703471,766574
325270,299469
2253063,2022714
1540399,1653503
4293828,5804790
480845,808745
291118,531451
124534,255358
3247783,7027456
407976,547164
1076513,1995511
500906,881319
5508851,4404209
475241,580579
946592,1362964
818895,974225
527892,1523221
181774,253515
1859439,2184574
201224,415797
2685137,2761374
1196347,1594272
655974,1058935
298315,423860
477188,454587
1985358,2304608
4697844,5510663
253584,308866
340445,385715
20616664,18622201
42862117,26661177
2272944,1864941
328964,312959
205900,264073
487115,576980
1038009,1236738
473391,529700
539298,722170
382536,290851
174882,240232
1308851,1357677
593679,585188
2481355,2722636
551958,657680
1275395,1155708
373175,397801
952759,981420
527786,531773
392322,403279
3151749,4529599
2346680,2366481
1745551,2011624
1267252,1228016
2999837,3151833
640281,646183
530907,548817
1612248,1350849
4309640,4061657
655036,772321
211281,475664
176307,246633
306041,268433
903753,622945
310790,295690
402804,347017
661576,688072
889106,889787
1534412,2092682
1029540,962576
301052,299302
413874,448553
1319814,1157593
793837,784970
2130602,1726303
467994,399623
136757,147193
234297,218763
202690,216921
242635,623363
1797044,1335594
838062,1303719
2030551,2023835
1094582,1098523
545774,631414
308121,378048
565550,552213
326821,332532
659445,629072
286110,345600
1583199,1529425
538053,2936182
2327316,2255091
370109,355552
271198,515641
1521121,1075657
3461818,1803601
2098478,1921334
471175,453275
204243,228467
1351871,1251691
1224947,1275163
400499,398635
6798183,2890485
553822,542639
581390,597672
522143,704841
865612,757364
4134994,3640601
393871,388626
316442,397149
2804362,2734700
1158328,1059309
296379,288550
925804,719723
308599,310490
4507746,4804228
10527804,10371954
54230077,51522823
4707522,3611890
2762828,2685205
1529394,3432712
1701514,1709249
812853,2702857
1965718,1982853
725161,669691
3311921,3238448
646089,659650
483394,617733
298120,309997
917021,908260
1009836,957902
442374,424789
207655,205970
21481226,20144866
222511,218182
2066539,1884707
202621,339419
2014328,1789484
284214,258005
339799,351766
194542,148908
767825,742806
3206967,2150952
837013,785967
1924948,1400704
3181362,2777838
4104528,3971305
646663,520241
3038935,2927010
489757,466002
3895180,3606262
3805384,3026224
3085503,2889748
12289024,10648733
471621,442673
11630850,9377645
329598,272720
23123777,11822825
2237038,1530607
168186,187725
3369553,2739131
1970569,1786955
5772703,5095957
1120474,852658
655936,530366
380966,330663
384034,369176
282246,244441
466993,408582
420933,349763
1568347,464089
5989894,4405123
1270496,744293
217353,162984
387328,339273
1654937,1571840
1066028,2041445
701018,524168
510719,437152
4412801,3977521
2275669,1699255
477272,399544
834067,745161
244228,219296
294668,274252
2082799,1441651
1895867,1670358
368852,326917
7714606,6500443
338651,284196
1136277,939659
2021267,2736918
2428883,3098005
229081,374729
830204,1411408
3086728,4837662
398525,1075657
941460,1358532
926961,822211
785770,1254453
432987,991936
203984,348336
167064,232293
1069205,947985
2035027,2870306
386520,508156
7286159,3787243
621125,789408
161597,280023
945936,1350849
718219,1350849
249221,830689
794712,766574
466256,299469
436192,531451
1906401,1653503
296237,398481
5764258,7027456
4902635,5804790
201461,255358
2430543,2022714
529109,808745
491839,547164
373796,801670
1242483,1995511
645687,881319
1262398,1362964
6037731,4404209
544664,580579
817094,1523221
242872,253515
328788,351280
907859,974225
271946,415797
2181976,2184574
1332402,1594272
2778545,2761374
682988,1058935
325110,423860
2102367,2304608
5034472,5510663
276549,308866
367367,385715
5884078,9233952
22678048,18622201
2383841,1864941
354281,312959
240447,264073
45064699,26661177
518042,576980
1129913,1236738
526026,529700
587381,722170
413748,290851
198199,240232
1337291,1357677
591674,657680
415190,397801
2764096,2722636
1313527,1155708
1033451,981420
541451,531773
413540,403279
5540254,4529599
2381029,2366481
1846200,2011624
267667,475664
1310709,1228016
3053210,3151833
2583247,3390536
651270,646183
542677,548817
4798045,4061657
743831,772321
330690,268433
196187,246633
987016,622945
1687089,2092682
321580,295690
700664,688072
906606,889787
1051357,962576
310575,299302
433320,448553
1346784,1157593
851727,784970
141492,147193
209529,216921
255014,623363
241083,218763
931316,1303719
1865136,1335594
2112542,2023835
1101365,1098523
328889,378048
556805,631414
574513,552213
308514,345600
332676,332532
682987,629072
1627876,1529425
587723,2936182
2347310,2255091
274768,515641
397179,355552
3483180,1803601
2205494,1921334
482557,453275
220927,228467
1285098,1275163
1399883,1251691
407975,398635
7071052,2890485
567246,542639
592487,597672
635746,704841
875450,757364
402397,388626
322783,397149
2920123,2734700
1168313,1059309
299420,288550
945242,719723
312029,310490
4809376,4804228
10967543,10371954
57542059,51522823
4954458,3611890
2807413,2685205
1556961,3432712
1808201,1709249
826452,2702857
2025599,1982853
733893,669691
3357904,3238448
681337,659650
487057,617733
308171,309997
929384,908260
1026719,957902
454722,424789
22331130,20144866
224269,218182
211247,205970
2074180,1884707
208702,215899
2068056,1789484
303697,258005
199351,148908
341132,351766
770714,742806
3229849,2150952
2184748,1400704
840945,785967
3212474,2777838
4139421,3971305
655487,622952
501299,466002
3067478,2927010
3921552,3606262
3918264,3026224
3166130,2889748
12880738,10648733
478968,442673
11758995,9377645
364409,272720
24679463,11822825
2358490,1530607
168965,187725
3383861,2739131
2023348,1786955
1219447,852658
5827169,5095957
666445,530366
385913,330663
386159,369176
283818,244441
474560,408582
429266,349763
1666370,464089
6261069,4405123
1323176,744293
218903,162984
1669402,1571840
1107915,2041445
719556,524168
514107,437152
4414661,3977521
2288043,1699255
1393971,3870056
328533,445095
2294001,5073638
666377,976875
1158470,1410315
693549,5114714
4321512,2877041
812137,1278482
1286401,1784695
380618,597979
1856593,1535149
513336,853705
2469706,2736918
681416,1075657
2778867,3098005
344119,376558
318399,397149
1226985,1411408
4159821,4837662
223107,371436
960599,177836
782177,967220
765238,991936
1138670,1358532
164214,547840
980144,822211
963154,1254453
273926,348336
966262,2088520
506663,508156
1337261,947985
660104,559817
2312320,2870306
227822,232293
306060,374729
238399,280023
8198243,3787243
691138,789408
9391723,7027456
149709,167346
784288,1350849
524022,299469
838561,766574
476387,539544
499728,531451
334239,398481
2069487,1653503
492593,801670
232790,255358
5332719,5804790
558524,808745
2515218,2022714
527617,547164
1343990,1995511
1349890,1362964
699701,881319
574842,580579
1079957,1523221
257405,253515
360257,351280
308022,415797
955868,974225
1391665,1594272
2843666,2761374
696634,744949
2176830,2304608
337373,423860
290848,308866
5239892,5510663
376465,385715
6635380,9233952
24117244,18622201
2462264,1864941
256301,264073
545793,576980
46707200,26661177
1202546,1236738
564600,529700
645087,722170
423062,290851
216197,240232
1357653,1357677
617485,657680
435706,397801
2967436,2722636
1342787,1155708
1079519,981420
429702,403279
551598,531773
5676658,4529599
325530,475664
2409345,2366481
2956598,3390536
1334881,1228016
3107524,3151833
660513,646183
556897,548817
5310528,4061657
1905587,2011624
822144,772321
213005,246633
341389,268433
1042805,622945
1838623,2092682
725660,688072
919031,889787
1080838,962576
318108,299302
903323,784970
144359,147193
214387,216921
262595,623363
246350,218763
1033216,1303719
2175151,2023835
1108178,1098523
352882,378048
327976,345600
561752,631414
580161,552213
337901,332532
703054,629072
1666646,1529425
623734,2936182
2360786,2255091
279055,515641
425179,355552
3498559,1803601
2261397,1921334
487718,453275
234832,228467
1350114,1275163
1440020,1251691
414514,398635
7310136,2890485
581724,542639
736348,704841
598231,597672
884799,757364
408015,388626
2982598,2734700
1173372,1059309
302153,288550
968092,719723
316215,310490
5117070,4804228
11387814,10371954
60462748,51522823
5205020,3611890
2843211,2685205
1582523,3432712
1929209,1709249
836438,2702857
2051169,1982853
740525,669691
3393763,3238448
709368,659650
489711,617733
319986,309997
938915,908260
1039954,957902
461133,424789
23080831,20144866
225956,218182
214086,205970
2083009,1884707
212670,215899
2110376,1789484
324526,258005
203256,148908
342198,351766
3249647,2150952
2460390,1400704
844109,785967
3241858,2777838
4173479,3971305
661227,622952
513381,466002
3092153,2927010
3943333,3606262
4029646,3026224
13470638,10648733
3226577,2889748
485953,442673
11937969,9377645
384873,272720
26250616,11822825
2479349,1530607
169610,187725
2060702,1786955
1321814,852658
5875671,5095957
675659,530366
389158,330663
285462,244441
482005,408582
437541,349763
1759167,464089
1648886,1492120
455808,3060155
1496990,4542343
586633,851411
490845,1306687
3241405,4692159
397385,1037854
541209,603363
2763271,8868842
2054204,3870056
811636,3616575
450980,445095
291737,793630
1760461,5114714
785136,1350849
3402093,5073638
245996,359285
932072,976875
813964,570586
1520030,1883162
990546,1278482
195017,484883
453628,597979
1488019,1784695
635048,853705
2113808,1535149
784114,1075657
251579,331253
2677094,2736918
196187,235575
418848,376558
2911933,3098005
262472,547840
279061,371436
1502910,1411408
4583101,4837662
861217,967220
910538,991936
1251241,1358532
1086506,1254453
998681,822211
311157,348336
548024,508156
723936,559817
253227,232293
2509613,2870306
1211361,2088520
337121,374729
275791,280023
8718657,3787243
731175,789408
9572037,7027456
619169,801670
157190,167346
556251,299469
813344,1350849
496994,539544
353132,398481
537916,531451
2185145,1653503
252261,255358
577498,808745
2550732,2022714
550915,547164
5700339,5804790
1446981,1362964
1433425,1995511
729521,881319
1263060,1523221
596464,580579
379711,351280
261294,253515
340568,415797
987571,974225
149725,156175
2897705,2761374
1440425,1594272
706352,744949
2243008,2304608
339840,423860
7404669,9233952
5443516,5510663
382967,385715
301290,308866
25235767,18622201
2524578,1864941
273889,264073
575350,576980
48092009,26661177
1261832,1236738
590727,529700
688997,722170
235534,240232
428587,290851
1373408,1357677
632302,657680
3136772,2722636
1371288,1155708
1104598,981420
447074,397801
444582,403279
561212,531773
5823258,4529599
380860,475664
2436423,2366481
1354564,1228016
3149309,3151833
5819901,4061657
666555,646183
3154213,3390536
570673,548817
1964255,2011624
909319,772321
228722,246633
354807,268433
1969054,2092682
752976,688072
929346,889787
1138858,1303719
1096180,962576
323239,299302
949689,784970
146888,147193
218319,216921
268229,623363
250600,218763
2247611,2023835
373788,378048
1112754,1098523
339165,345600
564488,631414
584895,552213
341426,332532
719043,629072
1712406,1529425
661316,2936182
2369762,2255091
282107,515641
447636,355552
3512790,1803601
2299583,1921334
247827,228467
492116,453275
1402708,1275163
1506183,1251691
418853,398635
7530020,2890485
593956,542639
841019,704841
603673,597672
894320,757364
412532,388626
3024679,2734700
1177927,1059309
991931,719723
318714,310490
5432735,4804228
11923823,10371954
63413342,51522823
5454575,3611890
2879752,2685205
2063775,1709249
1609405,3432712
844457,2702857
2072140,1982853
744801,669691
3429565,3238448
738210,659650
491855,617733
331033,309997
947647,908260
1052118,957902
466605,424789
23746056,20144866
227246,218182
216899,205970
2088187,1884707
215155,215899
2146487,1789484
348521,258005
207221,148908
343010,351766
2747544,1400704
3270190,2150952
846892,785967
3266039,2777838
4216618,3971305
666430,622952
525800,466002
3120616,2927010
3962616,3606262
14211432,10648733
3281144,2889748
495194,442673
12218726,9377645
403529,272720
27784769,11822825
2592351,1530607
4355458,7961097
288208,452254
1351058,3060155
775232,1104543
976803,1542380
1693989,2592397
1625310,3787243
500901,651654
494687,1664400
252958,438407
2793636,3480528
264747,692515
2553321,4542343
936298,1306687
406389,882925
3972663,4692159
324273,582160
251733,431716
465835,978181
1368399,3616575
527763,1037854
3816801,8868842
1341323,3343869
606751,603363
2344775,3870056
518105,793630
1766034,2118656
2383645,5114714
485549,445095
150238,362962
881178,1350849
293909,351215
4298977,5073638
1024433,976875
297457,484883
895976,570586
1645095,1883162
661775,857914
1117217,1278482
488118,597979
1611997,1784695
703513,853705
2228287,1535149
857899,1075657
227592,235575
296540,331253
2815809,2736918
461187,376558
356016,547840
3020990,3098005
320905,371436
1732872,1411408
4711404,4837662
904585,967220
961176,991936
1328344,1358532
768504,559817
1172245,1254453
582629,508156
332072,348336
1005750,822211
1419186,2088520
264573,232293
360613,374729
293227,280023
767269,789408
784899,801670
2714454,2870306
161172,167346
370329,398481
566820,531451
506636,539544
269091,255358
830584,1350849
2284091,1653503
581030,299469
590410,808745
1554217,1362964
6034688,5804790
573482,547164
2580403,2022714
1518036,1995511
768974,881319
397141,351280
617541,580579
1427629,1523221
385671,415797
264825,253515
1017284,974225
152177,156175
1536697,1594272
716868,744949
2312067,2304608
8265308,9233952
341643,423860
5670367,5510663
390296,385715
311597,308866
600496,576980
49282723,26661177
295842,264073
1319132,1236738
618752,529700
714580,722170
263115,240232
432515,290851
1383096,1357677
646874,657680
3302350,2722636
1392899,1155708
1111074,981420
455885,397801
458427,403279
570956,531773
5977291,4529599
432767,475664
3304069,3390536
2505168,2366481
1372381,1228016
3184351,3151833
6354683,4061657
670517,646183
578123,548817
993495,772321
2030724,2011624
2120764,2092682
242630,246633
778189,688072
938960,889787
1255277,1303719
1108912,962576
327848,299302
999501,784970
149184,147193
222311,216921
273563,623363
255148,218763
2317683,2023835
393068,378048
1117623,1098523
352410,345600
567294,631414
589142,552213
345924,332532
734840,629072
707166,2936182
1791045,1867802
2379625,2255091
284574,515641
472562,355552
3523600,1803601
2336798,1921334
260816,228467
496348,453275
1449149,1275163
1533569,1251691
423143,398635
7728096,2890485
605939,542639
894938,704841
608158,597672
904107,757364
416508,388626
3057950,2734700
1182200,1059309
1006782,719723
5745456,4804228
12482613,10371954
66492067,51522823
5719219,3611890
2920101,2685205
1634017,3432712
2162548,1709249
851131,2702857
2096182,1982853
749214,669691
3464384,3238448
764457,659650
335698,309997
494293,617733
958358,908260
1064702,957902
24455488,20144866
471070,424789
228646,218182
219948,205970
2092017,1884707
218723,215899
2175188,1789484
368451,258005
3042366,1400704
210400,148908
344767,351766
3291206,2150952
850341,785967
672329,622952
541990,466002
3154859,2927010
2303616,2737271
2249046,2898522
206258,475746
1918191,2944747
2703778,4421995
1290458,2396203
486688,506202
279964,590502
6088065,7961097
491936,1410315
294412,402712
475730,452254
523491,1111764
1999896,3060155
266935,505903
213530,423860
1090412,1104543
259441,400482
1265677,1542380
2209697,2592397
1058912,1664400
2272074,3787243
457688,692515
611344,651654
346394,438407
3128614,3480528
3220042,4542343
150691,508156
622967,882925
516556,325577
1190755,1306687
4436455,4692159
