views,pred_views
193304,508156
83487,155317
6745,161311
1162843,1268925
35244,52363
74184,107375
23737,72356
247114,317347
13941,63186
19217,49901
15275,409737
85116,149408
274579,350383
91183,117074
45193,53062
23584659,32583400
525167,634059
1436881,1431462
199638,214529
126003,248654
309870,306015
53703,80366
94854,85071
484939,501186
14723,34877
26282,44521
90378,6538175
63660,83164
233828,219768
71358,74025
131860,852874
176650,500141
375236,462858
2165809,3705582
89214,105986
104729,361284
50166,158588
8014,97944
23408,35037
203637,179319
50378,63019
4487786,3632763
267590,256727
1161741,1187704
300576,284790
2604640,2103930
133393,398340
49202,53128
12474,13138
61757,206076
7894921,7462527
28013,30314
171554,652176
150133,165977
7688,16806
246607,295240
2725816,2575827
760870,281567
47746,250114
31872,35642
622825,508260
6318,8614
38675,1039109
443887,1113084
538180,1574578
292239,352612
5575,30828
96094,1400704
83102,632924
51474,84115
60120,75925
38603,419206
277389,221935
20136000,16898397
22690,189710
264312,232293
1870,28836
2847293,2679310
100721,110899
2606062,873427
6080769,5134433
36971093,32980742
24860,55808
2576410,2347093
92533,94859
110813,81379
159370,162218
491922,518257
388140,334683
898841,1320180
205438,1350849
8005924,6437097
16134,602979
67325,90947
570618,1125253
99201,81470
653779,539264
2431024,1955579
2421603,2120114
10107,1772005
985425,829117
3765264,2208830
1500852,1379731
100896,1350849
1120115,898153
299465,346747
56717,63653
531393,351440
168910,154988
149376127,98577492
946378,473895
1838042,1214561
256018,227094
31928,51329
518359,406025
315505,170092
120078,136764
1882972,1727041
127055,91661
458354,309183
534677,502746
126634,207118
6810173,3796233
577212,461264
347988,333545
24577,31980
1881309,1527279
722812,670301
737557,1499962
985179,816144
897442,808745
1623081,1127900
405193,1666556
603783,1410315
119715,276117
4190444,11275397
433341,1300996
577476,1566774
276511,579866
326785,447094
3819497,3945065
1558963,667689
930349,5071297
540998,1726303
635190,826791
1055809,1431234
329931,327479
1290117,1664832
125227,573453
55467,547840
676973,996383
105229,1260459
300168,2006251
345571,1350849
109028,239889
25313,310195
515088,755797
102110,219324
171804,362714
385422,1030319
106288,392508
530752,754075
125048,160128
386091,464650
969198,1273971
740020,1124669
2464874,1993759
83454,148355
1288346,2737271
543067,539444
17002,33010
116896,464089
211390,677331
742831,1519797
131430,631137
1148423,1135638
188606,267256
548399,667689
450865,514056
394522,648877
194417,189432
38514,48572
292107,388708
44544,48031
104197,142041
179912,388760
180677,252508
818611,911390
74609,100527
42445,58427
13253,1350849
243221,246833
394927,522790
1752481,1598312
1874914,2005833
79675,134357
1257145,1255428
75685,496739
49574,52363
497038,521219
21348,63186
903807,945133
210824,243150
23187,129100
3967721,3097271
447208,495285
340259,327880
172224,379276
35753,38092
1092539,1311146
113207,117074
38172,473895
354787,135894
3313280,1218400
52587,62184
88712,95227
1808546,1873937
691217,557554
387251,603412
825029,797208
1117352,1165629
1637113,1653503
7180325,1410315
378637,411748
66291,166047
19968,57513
19575,1410315
13445632,13277160
431944,371463
9625,161311
1245020,1268925
444366,591857
206199,508156
348902,331678
630295,634059
38541,72356
11148,21094
548905,552097
120587,6538175
95388,107375
28475675,32583400
307641,350383
154851,248654
1512204,1431462
49700,53062
253427,1089374
19114,409737
221490,214529
29429,31463
39399,66821
312694,306015
56815,80366
95852,85071
496450,501186
129438,361284
32420,44521
74429,83164
23330,49901
11325,281567
25780,116218
2238173,2656567
398327,462858
105515,149408
91026,105986
245955,219768
24320,35037
209685,179319
10818,97944
59354,63019
1292990,1187704
1087,23747
273996,256727
19096,34877
2743968,2103930
307675,284790
78536,74025
159436,398340
54797,53128
4815667,3632763
12568,13138
31485,30314
64482,206076
151769,165977
8491025,7462527
8235,16806
273205,295240
2781369,2575827
47936,250114
33317,35642
6405,8614
42034,1039109
452749,1113084
645532,508260
5722,30828
46430,419206
330162,352612
103901,1400704
61977,545363
51610,84115
85251,632924
23575103,16898397
61315,75925
267142,232293
1896,28836
2925095,2679310
106324,110899
3016262,873427
6185841,5134433
38070298,32980742
26673,55808
2618541,2347093
115838,81379
163781,162218
17315,602979
506152,518257
398429,334683
986554,1320180
8617757,6437097
209868,1350849
75756,161580
599176,1125253
104200,81470
678631,539264
2699114,22937864
2721342,2120114
5988303,18224471
471730,2150952
1684275,1726303
1371115,3281687
493279,2060809
1822276,1499962
355917,983517
144881,327289
1337906,808745
423760,551373
1192501,816144
297180,800894
279522,1858561
2399171,3349216
757804,1469813
842530,1666556
2368132,1127900
205883,276117
1166974,1566774
53818,623363
7605524,11275397
708489,1410315
74186,230178
62212,218137
428781,1260459
351250,579866
707290,1300996
750839,327479
1128702,2330232
1304889,1431234
88236,341352
71264,233399
1678446,5071297
236457,4334481
59923,56665
429299,447094
14373,31248
1696112,667689
184382,310195
4331009,3945065
92578,156219
736249,826791
99333,547840
224511,281803
1646541,1664832
455452,1350849
71423,146434
553971,3847211
855787,996383
185118,239889
157257,219324
29609,75293
46662,170092
29574,33010
82972,5071297
403005,2006251
198629,265757
236973,362714
572973,1030319
301885,631137
120189,561268
623936,755797
7052,243397
656954,754075
5270,4634551
154691,160128
1047820,1124669
428703,464650
1197223,1273971
92257,148355
163201,464089
1469528,2737271
229756,677331
978548,1519797
230431,267256
49461,126180
51344,73527
582696,667689
1226508,1135638
44444,212579
545043,648877
48819,48572
135085,210718
344149,388708
197887,189432
94489,134357
211419,252508
123447,142041
47236,48031
48426,59303
43006,53454
196922,1209741
1415,1410315
885987,911390
14251,1350849
448615,514440
85273,100527
273325,246833
445169,522790
1835957,1598312
2134298,2005833
1356365,1255428
606192,135894
53678,52363
31029,40373
28410,1410315
511968,521219
382559,327880
23960,63186
939078,945133
4370751,3097271
221614,243150
462978,495285
39197,38092
38309,473895
127193,117074
25159,129100
93110,95227
57826,62184
1976572,1873937
937498,797208
1214828,1165629
724403,557554
395869,603412
1740778,1653503
401739,411748
69169,166047
22252,57513
139720,6538175
7532852,1410315
1302317,1268925
17987,747027
576135,552097
371301,331678
695829,634059
15313469,13277160
12048,21094
33801,44521
10909,40425
33896316,32583400
261765,274550
171040,248654
106331,107375
328180,350383
289165,1089374
239598,214529
20687,409737
22659,828633
1558058,1431462
57762,80366
32525,31463
65286,63019
52590,53062
41447,66821
315253,306015
149778,361284
96477,85071
1098,23747
85383,83164
5625,5510456
506225,501186
92166,105986
25372,49901
12371,281567
28804,116218
1191449,1481611
16287,714807
12618,13138
22195,746349
417336,462858
2285470,2656567
256897,219768
24973,35037
58316,158588
214016,179319
40142,72356
4562,24145
1433352,1187704
122293,149408
22627,34877
277738,256727
179142,398340
312568,284790
82402,74025
2838859,2103930
1402,217825
5102153,3632763
58932,53128
6450,8614
33067,30314
66190,206076
8790,16806
8977497,7462527
152916,165977
45096,8195374
298421,295240
2828138,2575827
217998,354082
411571,983517
10999974,18224471
252296,711094
813017,2150952
155888,305015
842207,2060809
2095564,1726303
139753,623363
279273,327289
2171350,3281687
625807,551373
567499,800894
2357705,1499962
235352,341352
1560188,808745
2890245,3349216
1090142,1469813
212215,233399
1186274,1666556
163011,230178
1242998,816144
246507,276117
2672086,1127900
131470,218137
901955,1260459
1576814,1566774
9568171,11275397
28371,82283
1088527,327479
122404,5071297
753386,1410315
367313,4334481
46096,49217
91244,170092
810963,1300996
491384,401022
42046,83900
389963,579866
1416699,2330232
271653,310195
2242185,5071297
1474333,1431234
150693,156219
133371,146434
31411,31248
50266,66687
491467,447094
100613,56665
1763112,667689
4612275,3945065
887422,3847211
203165,239889
11698,148891
132025,547840
816425,826791
258182,281803
492337,1350849
46081,75293
62830,115251
2059993,1664832
133799,561268
979151,996383
85747,212579
176522,219324
151222,3935737
231320,265757
473693,2006251
31226,33010
302803,362714
784143,1030319
704091,755797
433409,631137
1293035,1124669
180565,160128
747607,754075
11579,243397
9398,4634551
1422874,1273971
459410,464650
205909,464089
71650,73527
97222,148355
1759743,2737271
61840,126180
384765,388708
1458274,1519797
267842,267256
664958,648877
237928,677331
176368,210718
605307,667689
57707,48572
1290704,1135638
199235,189432
101289,134357
49897,53454
137695,142041
213678,1209741
57015,59303
1513004,1957381
938214,911390
1652,1410315
471151,514440
178624,287982
14685,1350849
292245,246833
500057,522790
1911809,1598312
714472,135894
1431877,1255428
36789,179805
27071,63186
56727,52363
92783,100527
32650,40373
2421690,2005833
521536,521219
429398,327880
481339,495285
972799,945133
226742,243150
30361,325691
8720,4336285
139517,117074
4945996,3097271
41254,38092
61515,62184
38397,473895
26575,129100
95143,95227
998483,797208
1266654,1165629
23727,57513
402271,603412
1802247,1653503
12405,21094
425896,411748
156428,6538175
754747,557554
71127,166047
7757967,1410315
1343766,1268925
595091,552097
393757,331678
17385229,13277160
19832,747027
11199,40425
42533,66821
34596,44521
728931,634059
111704,107375
38363406,32583400
90674,127829
343376,350383
278376,274550
22324,409737
187730,248654
276960,214529
18823,714807
69234,63019
24942,828633
1591563,1431462
55003,53062
315116,1089374
58643,80366
10914,256801
34738,31463
28308,746349
169750,361284
97024,85071
1106,23747
26710,49901
5969,5510456
4371,59663
13164,281567
515555,501186
93102,105986
318181,306015
1223851,1481611
16990,13138
41265,72356
437549,462858
130998,149408
2314081,2656567
60911,158588
267038,219768
25213,35037
5349,24145
48735,2022714
1549191,1187704
216939,179319
25386,34877
283505,256727
200958,398340
84450,74025
316907,284790
2935898,2103930
2701442,2300770
740457,1270398
662308,747027
5275682,8649887
3519320,2347093
73361,252793
4466616,22350087
402081,506202
1337780,1422003
73285,120195
127507,563398
19048,223925
374878,354082
640051,822888
235293,397397
534278,861156
1591198,2390530
35640,275193
8440,69689
617698,983517
6304,80611
4206,87846
1386,29796
120594,155737
2276349,2566979
14815407,18224471
448835,711094
384829,300635
208289,4634551
344189,386857
252282,305015
430932,511671
917741,2150952
927164,1571829
203324,623363
8945,508156
1003333,2060809
338553,327289
16350,23222
2347065,1726303
1354019,1961478
2545104,3281687
712598,800894
349408,341352
22297,50941
267110,233399
41073,134966
131661,161235
220704,230178
55485,82283
1284915,1469813
1717458,808745
3106001,3349216
1531080,1666556
33929,784800
1263104,816144
180139,218137
61837,72287
1358853,1260459
269876,276117
426848,4334481
182742,5071297
11375606,11275397
228745,2929767
2983150,1127900
1876028,1566774
573488,401022
169208,156219
137936,170092
327746,310195
773357,1410315
874427,1300996
1521645,2330232
53172,49217
2611565,5071297
156819,146434
1538313,1431234
36934,31248
530815,447094
373253,470292
246133,3935737
8059,29948
14067,4634551
1192114,3453274
1805814,667689
4895490,3945065
159988,547840
82156,115251
216434,239889
12039,148891
884366,826791
57840,75293
271222,281803
504753,1350849
2626574,1664832
121419,212579
34808,33010
142277,561268
1096827,996383
189244,219324
251443,265757
13964,243397
529014,2006251
370564,362714
571352,631137
796082,755797
967640,1030319
1488434,1124669
210923,160128
831331,754075
58535,131101
23590,49225
572170,1297335
485831,464650
238422,464089
1926010,1957381
107662,148355
1647913,1273971
71956,238907
414414,388708
84765,73527
196763,210718
301441,267256
772962,648877
1803405,1519797
2946160,2742455
242099,240916
65492,48572
622331,667689
244003,677331
200228,189432
1332678,1135638
1792231,2737271
62700,59303
57738,58427
150070,142041
201694,287982
14921,1350849
231055,1209741
485433,514440
1811,1410315
305524,246833
552328,522790
29688,63186
49931,179805
1970562,1598312
773628,135894
1489558,1255428
59272,52363
981832,911390
99286,100527
2611673,2005833
34156,40373
527141,521219
469782,327880
491962,495285
1000344,945133
233635,243150
10001,4336285
5507332,3097271
63955,62184
150880,117074
27687,129100
38447,473895
96485,95227
1310346,1165629
1039254,797208
406438,603412
1845803,1653503
12591,21094
792814,557554
442698,411748
169934,6538175
72365,166047
20636,714807
1364148,1268925
18938867,13277160
411284,331678
607251,552097
20618,747027
43221,66821
11439,40425
35247,44521
41088994,32583400
747672,634059
114266,107375
99681,127829
319546,214529
23910,409737
26129,828633
351539,350383
285672,274550
205870,248654
71452,63019
11503,256801
56894,53062
1618811,1431462
36476,31463
939086,1284590
194519,473895
851835,1400704
188213,927713
677636,1465127
473026,506202
306732,506202
101636,192957
868210,1863210
432076,1144298
632993,1601522
2078841,1270398
80200,348452
3817594,2300770
196182,307628
973015,1038529
179148,316152
100751,66800
2632768,3157806
95046,243083
6885130,8649887
205050,261221
1629871,1211953
168675,232319
135427,204992
223733,298088
166228,223925
713615,857944
24032,554783
83148,80611
74135,154703
229334,252793
43034,29796
3947122,2347093
14376,59027
5032094,22350087
142429,120195
165337,577017
1481790,1422003
24979,67848
14727,256466
97184,275193
775652,822888
405097,354082
296681,546482
59001,69689
703753,861156
1948346,2390530
47630,87846
98872,250450
66048,374802
146647,155737
724167,983517
32157,184385
17446067,18224471
2532355,2566979
249155,335550
1337568,1571829
385308,386857
424649,1600003
57915,135017
279428,305015
257531,4634551
471390,511671
963883,2150952
14967,508156
106144,500034
237027,623363
23547,23222
45180,144287
360643,327289
1051036,2060809
2523830,1726303
2964689,3281687
438167,341352
791075,800894
1853057,1961478
1222270,810984
151446,161235
54584,134966
281698,233399
26306,50941
95668,1443255
300775,512821
29469,168666
238625,230178
64869,82283
1445657,1469813
3260909,3349216
1868421,1666556
1861557,808745
226164,218137
471733,4334481
65974,72287
1772463,1863590
285567,276117
13284589,11275397
234355,5071297
56002,49217
254900,2929767
3129042,1127900
2092066,1566774
40480,31248
614802,401022
179591,156219
168435,170092
382629,310195
911037,1300996
781487,1410315
1586396,2330232
2866977,5071297
168162,146434
1582590,1431234
10529,29948
1142585,1656090
345659,3935737
601340,447094
21552,4634551
107934,115251
1522268,3453274
69870,75293
186786,547840
232286,239889
1844345,667689
280937,281803
937198,826791
5152916,3945065
148841,561268
512492,1350849
146163,212579
35537,33010
2915560,2728045
1833,51985
263373,265757
1193773,996383
201800,219324
582650,2006251
715615,631137
32987,835095
423467,362714
15525,243397
1588796,1589025
857129,755797
1627758,1124669
62494,131101
245074,160128
2289492,1957381
810900,1297335
906108,754075
25218,49225
263604,464089
502697,464650
11835,828436
1834990,1273971
82141,238907
125961,148355
210971,210718
101478,73527
1935342,1519797
440000,388708
2984785,2742455
869519,648877
253874,240916
331638,267256
637045,667689
248200,677331
73525,48572
3096627,2409429
201025,189432
65874,59303
1363711,1135638
1820569,2737271
159145,142041
58278,53454
220398,287982
249897,1209741
15066,1350849
1893,1410315
31319,63186
592859,522790
61584,52363
2019235,1598312
55318,179805
817094,135894
1535652,1255428
104773,100527
1017290,911390
13135,755744
3180207,2005833
5875258,3097271
506547,327880
530143,521219
502917,495285
1026275,945133
238661,243150
65631,62184
11995,298996
28679,129100
3599131,7904180
488915,2006469
827325,1557028
765456,2389051
451472,717072
78662,215158
460348,2332270
1141627,585188
591527,1817007
1244659,1284590
382584,1143680
1795145,1410315
792374,927713
138477,435573
67025,324348
498117,508156
363370,495285
508109,693607
334898,473895
1574914,1400704
84744,506202
105395,238967
41407,167479
1146692,1834289
364049,870874
238647,2168342
1227348,1465127
309393,348452
306095,478953
208851,438575
1717885,1863210
366487,506202
87737,310246
152544,336122
762915,1144298
104831,115156
141000,535628
23983,118427
277707,316152
2336544,1270398
63059,315001
206123,253187
161676,599425
7490,50880
171311,238057
268889,307628
130954,395463
159742,178496
168000,243083
136558,66800
476274,1074743
1064509,1038529
230257,462858
2966739,3157806
33565,500141
194132,228711
268445,190602
162508,154703
8036012,8649887
197691,204992
92355,314515
237408,232319
1290235,1407752
240636,261221
69657,97207
297588,298088
23116,40605
113048,122522
820783,857944
194692,223925
31323,59027
102179,80611
27266,65661
62264,29796
263959,252793
4179468,2347093
5338010,22350087
156585,120195
21193,55229
31431,67848
1542318,1422003
343524,546482
846714,822888
109629,275193
412649,354082
68420,69689
868985,861156
113108,250450
2158195,2390530
54895,87846
75296,374802
154541,155737
32788,256466
797298,983517
19963184,18224471
35020,184385
2676876,2566979
275958,335550
575846,1600003
1568453,1571829
406137,386857
80838,135017
291365,305015
267561,4634551
492553,511671
145940,500034
986101,2150952
1458959,1459245
261502,623363
24860,23222
60701,144287
375227,327289
1081128,2060809
2162208,1961478
836179,800894
2654222,1726303
3393384,3281687
408123,512821
159006,161235
289539,233399
56424,134966
27497,50941
120484,1443255
41449,168666
506628,574561
3386169,3349216
69725,82283
247673,230178
272539,218137
1962364,808745
1576501,1469813
2169060,1666556
7638,172982
511423,4334481
69988,72287
15183821,11275397
283850,2929767
299632,5071297
2156479,1863590
2218584,1566774
296207,276117
42964,31248
634876,401022
187846,156219
190583,170092
412275,310195
23222,29948
926595,1300996
3065204,5071297
175943,146434
440365,3935737
132133,115251
1611996,1431234
169390,1359559
667141,447094
1179072,1656090
786088,1410315
27765,4634551
1862154,3453274
82638,75293
212824,547840
251145,239889
1877854,667689
983147,826791
287677,281803
5376583,3945065
152598,561268
515428,1350849
160892,212579
36064,33010
3257990,2728045
1324411,996383
271779,265757
1879,51985
212075,219324
621513,2006251
464076,362714
890843,631137
35038,835095
16948,243397
1648675,1589025
915783,755797
280506,160128
65277,131101
2563098,1957381
960177,1297335
971657,754075
26800,49225
279571,464089
514711,464650
12461,828436
1974031,1273971
89923,238907
142548,148355
224115,210718
2042378,1519797
112385,73527
461540,388708
931830,1613823
2673454,19234581
2060541,4673071
5050147,22937864
719283,1247429
984846,1522778
5766698,7904180
654169,1035526
1421066,2006469
160447,473895
424955,1165640
487995,1933747
190162,276279
136944,3079923
1557418,2389051
280707,342568
512885,793750
1274141,1557028
117785,1400879
783674,2226664
230733,510210
755487,870874
85383,245193
221528,324348
255019,330994
633075,717072
1553585,1817007
114797,1350849
1210767,2332270
1646317,2335363
57516,470396
291653,506202
966532,927713
191846,238967
1240782,1143680
53650,107236
518719,495285
390785,484546
432367,1466529
260202,435573
1296128,1284590
1354133,1834289
35270,50880
2002274,1410315
196816,232720
20666,79207
890683,7961172
2262432,1400704
649995,693607
864100,2168342
61338,67738
151057,231387
1515895,1465127
265168,336122
349244,473895
121074,1269363
157532,310246
366588,348452
318715,438575
81837,98443
111312,119333
176639,236338
248195,268583
2186681,1863210
377906,506202
8999,250114
233633,253187
969903,1144298
304682,316152
225235,395463
199604,599425
183272,220064
198580,238057
73662,747027
185891,243083
288904,307628
280415,462858
114486,115156
114908,338273
46434,65661
36363,40605
98175,167479
177551,178496
41523,118427
39994,256466
190140,154703
31618,55229
9054667,8649887
11730,29796
282950,190602
520146,1074743
216578,228711
141226,66800
1088374,1038529
3118855,3157806
79977,97207
212687,204992
45548,500141
76527,135021
22231,1350849
255310,261221
34123,59027
315800,298088
1321434,1407752
241711,232319
109384,80611
888544,857944
69862,88648
45576,184451
203786,223925
121149,122522
11664,12706
273564,252793
4353706,2347093
165560,120195
5505292,22350087
8697,345317
120532,250450
1573004,1422003
900720,822888
111542,275193
32423,67848
70463,69689
940876,861156
2368345,2390530
55959,87846
80154,374802
739887,1600003
161060,155737
849502,983517
472453,2583382
2769301,2566979
36233,184385
1675960,1571829
23634920,18224471
86034,135017
293541,335550
420977,386857
175873,500034
277638,4634551
503164,511671
3085,22902
1530141,1459245
2547937,1961478
301968,305015
25669,23222
33685,714188
68755,144287
1102828,2060809
279656,623363
494976,1305082
1002035,2150952
390188,327289
3609716,3281687
875102,800894
134157,1443255
163858,161235
562762,574561
294794,233399
58061,134966
28335,50941
45855,168666
3507043,3349216
326959,218137
72739,82283
255517,230178
2028315,808745
2434422,1666556
1695280,1469813
8795,172982
7260,920116
17758014,11275397
72522,72287
539715,4334481
296518,2929767
2210090,1863590
2303558,1566774
210114,170092
44879,31248
650940,401022
194689,156219
432285,310195
937914,1300996
3256799,5071297
182113,146434
542957,3935737
148686,115251
708572,447094
94032,75293
177892,1359559
1639042,1431234
2181296,3453274
1205682,1656090
789818,1410315
31612,4634551
241991,547840
277921,239889
1903783,667689
2347708,4968842
3614310,3079923
408491,2883106
276966,1078518
1950782,3648833
1272195,3347974
7842032,19234581
326338,1341181
1081357,1768192
1529801,2600731
270902,447094
719816,1016936
2977230,4673071
110762,1400704
7729028,22937864
267900,398410
488888,464298
868062,1160860
961720,1167649
1302832,1522778
23045,64259
1820947,2695822
1761509,2006469
338103,1557019
233348,473895
76362,183207
1019016,1247429
71425,135591
211871,562779
643117,1410315
236959,1400879
210809,306300
855230,1933747
887340,1035526
717979,1165640
6975610,7904180
247624,276279
105869,334491
84616,179637
1120841,1559130
492114,665995
64293,707267
361143,564153
420217,342568
12258,453825
1180312,2226664
69713,300294
209509,1350849
63460,109857
135158,245193
2079824,2389051
57357,79207
15400,177460
129538,478753
892472,870874
56860,500141
1464745,1557028
269185,324348
44295,91203
315195,330994
31088,2702857
2621,275193
306963,443444
20646,249096
682698,717072
1760011,1817007
1950885,2335363
1682857,2332270
25610,427702
8585,506202
52253,115529
79861,107236
1514274,1143680
794261,1466529
223438,238967
1010286,927713
442628,484546
567700,495285
1079026,7961172
299331,435573
218011,232720
2983392,1400704
43352,50880
1309600,1284590
16031,25728
190163,1269363
2233231,1410315
678087,693607
1261860,2168342
354976,438575
180444,231387
660364,609041
204794,310246
296722,336122
68578,67738
1570967,1465127
351849,473895
385366,348452
199687,236338
89881,98443
116133,119333
313118,395463
260925,268583
7973,27914
196285,198908
1142153,1144298
110713,135021
9561,250114
245063,253187
317751,316152
91083,747027
197888,220064
209189,238057
302134,307628
116199,115156
288982,462858
40618,40605
308075,875040
123990,338273
58943,65661
120370,167479
39374,55229
243765,232319
26260,28247
183925,178496
46051,256466
142262,66800
536549,1074743
227053,228711
89138,97207
9862218,8649887
3294535,3157806
1107609,1038529
1495,18705
220129,204992
24777,1350849
271474,261221
83225,88648
35410,59027
956466,857944
324953,298088
113171,80611
52839,184451
126622,122522
208872,223925
14046,12706
2492,4634551
278333,252793
4498768,2347093
112552,275193
5600788,22350087
943803,822888
125763,250450
72346,69689
1595752,1422003
56687,87846
32693,67848
983154,861156
82992,374802
2540265,2390530
918083,1600003
220548,1429807
887451,983517
533775,2583382
37102,184385
27350528,18224471
1791867,1571829
2846563,2566979
88143,135017
309271,335550
3305225,1961478
41183,714188
71276,144287
204311,500034
286299,4634551
431253,386857
508710,511671
1559974,1459245
3290,22902
309319,305015
26214,23222
572627,1305082
1121109,2060809
295991,623363
401625,327289
1031489,2150952
3810354,3281687
144225,1443255
912295,800894
636653,574561
47717,168666
167733,161235
28894,50941
393488,218137
59365,134966
299105,233399
3601697,3349216
2664218,1666556
4410367,9192825
1202896,1410315
1292926,2041445
814603,1020600
2352753,8480516
3919034,4968842
654701,1078518
1307027,1893073
107035,405013
552234,1483865
608902,2666389
190288,496961
58528,224046
5356548,3079923
997389,2883106
2066840,3347974
710423,1341181
2477340,3648833
1590567,1768192
253268,869760
250111,867165
2034518,2600731
268057,500141
383425,1251548
12023527,19234581
4289828,4673071
359441,447094
192016,707267
1109098,1160860
53683,506202
13596,132760
234268,1400704
38481,473895
14358,150130
49492,64259
359432,398410
11542143,22937864
195207,300294
421914,562779
164471,183207
29301,2421749
3080680,6039766
129243,177161
972587,1016936
217025,366544
132069,453825
101783,211733
47974,102475
47133,212811
142314,179637
1059531,1167649
540919,1557019
77149,116548
110112,155856
1413242,1522778
2172958,2695822
6377,13234
93210,109857
11917,140435
258117,473895
1934666,2006469
182311,334491
1143737,1247429
316131,1400879
1107378,1933747
8120,319179
237522,306300
915012,1165640
18054,42185
599410,665995
256870,1350849
26495,160485
986359,1035526
7774590,7904180
259793,276279
411024,564153
1134844,1559130
484832,342568
1451860,2226664
68866,79207
16325,29397
2337558,2389051
5506,71541
944186,870874
1563060,1557028
103592,427702
402259,443444
26117,647877
148241,2702857
296054,324348
45444,249096
333221,330994
4175,186864
57215,91203
3080,275193
2174054,2335363
1856465,1817007
73546,78661
712900,717072
2006066,2332270
1077119,1466529
94377,107236
1747480,1143680
9420,506202
73611,115529
239135,238967
1028272,927713
467997,484546
593557,495285
2460,2929767
331170,435573
228306,232720
1184303,7961172
9802,250114
251785,1269363
49980,50880
3755521,1400704
1315698,1284590
21075,25728
276151,310246
6428410,1410315
384389,438575
205381,231387
1839397,2168342
691857,693607
712842,609041
323426,336122
72248,67738
1610875,1465127
354467,473895
397943,348452
216245,236338
33211,42391
93974,98443
118664,119333
13564,48302
268181,268583
6271,486831
1274142,1144298
394157,395463
8800,27914
132504,135021
96895,747027
253037,253187
328417,316152
14093,40673
218241,238057
314490,307628
117338,115156
295274,462858
330669,875040
3913,5769
15397,12706
2861,2995
141985,167479
45007,55229
43419,40605
67386,65661
52557,256466
245128,232319
28970,28247
187559,178496
143064,66800
549015,1074743
97923,97207
21798,949202
237276,228711
10616146,8649887
3345,964530
3458210,3157806
1550,18705
225895,204992
100067,88648
26379,1350849
1121990,1038529
35916,59027
1018308,857944
331126,298088
114865,80611
57650,184451
287733,261221
130481,122522
2717,4634551
5443,310954
212416,223925
4631209,2347093
281927,252793
113169,275193
5712641,22350087
979466,822888
131431,250450
73214,69689
57192,87846
32825,67848
1019136,861156
85183,374802
1085036,1600003
2723989,2390530
540610,1279952
180919,1926976
1081127,3365754
685396,1855169
7115697,9192825
353529,1127844
1906863,3360884
2092285,2041445
179903,1865719
223060,673417
194139,496502
225941,738688
160530,719457
145545,277978
214063,405013
1094958,2666389
62215,162984
341811,472527
122790,224046
1057104,1483865
277115,506202
901489,1078518
49623,132760
1541564,1893073
4441142,4968842
155242,334343
54296,96171
133322,493775
52022,155463
422257,869760
167497,264765
364787,867165
19588,113553
922919,1341181
1381081,2883106
81657,473895
711859,500141
671804,1251548
2592173,3347974
2837820,3648833
331914,707267
1715589,1768192
44133,86504
13205,204119
131799,2421749
2291357,2600731
71276,102475
14976349,19234581
5194700,4673071
29017,88677
391988,447094
393893,398410
1245615,1160860
137312,211733
277258,300294
489097,529251
88803,212811
309183,1400704
60755,64259
90662,86444
15191078,22937864
160898,177161
209623,453825
3885545,6039766
165502,179637
547101,562779
210808,183207
10026,21902
279164,366544
15672,22696
43673,203774
10505,13234
98286,116548
1039215,1016936
134433,155856
1089202,1167649
1474267,1522778
32150,160485
2353300,2695822
9109,61070
27473,319179
21650,150130
228338,334491
102012,109857
1222600,1247429
2118363,2006469
264337,473895
447191,1400879
1304406,1933747
9802,71541
252114,306300
1071163,1165640
637158,665995
290326,1350849
23612,42185
18959,23290
265776,276279
442530,564153
1692712,2226664
8368152,7904180
1139317,1559130
1044042,1035526
520699,342568
76436,79207
261868,427702
3596,1475370
2535448,2389051
3309,275193
19647,29397
997411,870874
1632450,1557028
70041,249096
29942,647877
226432,2702857
329024,324348
344886,330994
2309817,2335363
4862,186864
9781,506202
1964132,1817007
1287567,1466529
63882,135894
74288,91203
2375874,2332270
736025,717072
78078,78661
106425,107236
1611,2607
488923,484546
251149,238967
2159497,2103413
2860,2929767
374187,435573
1278861,7961172
310246,804788
1040293,927713
235000,232720
24431,25728
9934,250114
4502168,1400704
57320,50880
345545,310246
1321517,1284590
36371,42391
402849,438575
229272,231387
2462919,2168342
6502307,1410315
746303,609041
702924,693607
356702,336122
356890,473895
229424,236338
1646752,1465127
9127,27914
97301,98443
406988,348452
15190,40673
120663,119333
14676,48302
273779,268583
6776,486831
1406181,1144298
462558,395463
150724,135021
101192,747027
258180,253187
4214,5769
337672,316152
17757,12706
224926,238057
322924,307628
28429,104371
353408,875040
118157,115156
63024,256466
74020,65661
300316,462858
161369,167479
45460,40605
2968,2995
49500,55229
246250,232319
33533,28247
190173,178496
143754,66800
559548,1074743
11414155,8649887
105046,97207
23437,949202
245164,228711
3419,964530
3561593,3157806
1593,18705
231108,204992
108967,88648
1134166,1038529
4920851,12817304
1014030,1279952
816662,1865719
1446516,1855169
469508,673417
2494165,3365754
687329,1127844
334980,496502
9153648,9192825
39949,157652
397611,738688
2622537,2041445
2280314,3360884
263619,719457
60209,204119
5153994,8480516
206901,277978
276761,405013
5751,776197
1460250,2666389
463686,506202
101585,162984
398668,472527
167101,224046
107725,155463
59768,113553
1348282,1483865
30484,140821
76211,132760
1106468,1078518
234317,334343
